#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c19-Potency_&#956;M","p450-cyp2c19-Curve_Description","p450-cyp2c19-Fit_LogAC50","p450-cyp2c19-Fit_HillSlope","p450-cyp2c19-Fit_R2","p450-cyp2c19-Fit_InfiniteActivity_%","p450-cyp2c19-Fit_ZeroActivity_%","p450-cyp2c19-Fit_CurveClass","p450-cyp2c19-Excluded_Points","p450-cyp2c19-Max_Response","p450-cyp2c19-Activity at 0.0007 uM_%","p450-cyp2c19-Activity at 0.00160 uM_%","p450-cyp2c19-Activity at 0.00368 uM_%","p450-cyp2c19-Activity at 0.00820 uM_%","p450-cyp2c19-Activity at 0.018 uM_%","p450-cyp2c19-Activity at 0.041 uM_%","p450-cyp2c19-Activity at 0.091 uM_%","p450-cyp2c19-Activity at 0.204 uM_%","p450-cyp2c19-Activity at 0.457 uM_%","p450-cyp2c19-Activity at 1.022 uM_%","p450-cyp2c19-Activity at 2.286 uM_%","p450-cyp2c19-Activity at 5.111 uM_%","p450-cyp2c19-Activity at 11.43 uM_%","p450-cyp2c19-Activity at 25.56 uM_%","p450-cyp2c19-Activity at 57.14 uM_%"
88,17416286,2962512,"NCGC",,Unspecified,,,"",2009/07/08,2,63,4.46684,Complete curve; partial efficacy,-5.35,1.6436,0.9556,-76.0459,8,-1.2,0 0 0 0 0 0 0,-75.5907,,,4.4411,,-1.8911,,8.7748,,21.0385,,-16.7554,,-59.0837,,-75.5907
89,17416282,974002,"NCGC",,Unspecified,,,"",2009/07/08,2,91,1.25893,Complete curve; high efficacy,-5.9,1.031,0.9968,-164.224,15.0673,-1.1,0 0 0 0 0 0 0,-163.4424,,,13.8194,,8.2138,,12.0709,,-32.5712,,-103.278,,-144.143,,-163.442
90,17416276,1226755,"NCGC",,Unspecified,,,"",2009/07/08,2,85,7.94328,Complete curve; high efficacy,-5.1,4.9549,0.9927,-166.809,21.8909,-1.1,0 0 0 0 0 0 0,-167.2006,,,31.8074,,25.2424,,10.1454,,15.3871,,27.7169,,-139.856,,-167.201
91,17416274,2960075,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.12202,Complete curve; partial efficacy,-5.95,3.9295,0.9701,-76.1801,13.3166,-1.2,1 0 0 0 0 0 0,-76.2878,,,-26.8922,,26.1472,,-0.2797,,10.8528,,-71.2484,,-76.1987,,-76.2878
92,17416268,734553,"NCGC",,Unspecified,,,"",2009/07/08,2,47,4.46684,Partial curve; high efficacy,-5.35,0.5,0.967,-178.769,10.6651,-2.1,0 0 0 0 0 0 0,-142.6256,,,9.7331,,5.9888,,-34.0568,,-25.5036,,-64.9058,,-105.294,,-142.626
93,17416264,2831492,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.707946,Complete curve; high efficacy,-6.15,1.2475,0.9978,-148.392,18.0178,-1.1,1 0 0 0 0 0 0,-151.6421,,,32.4172,,12.1558,,10.0075,,-43.7849,,-114.84,,-140.838,,-151.642
94,17416263,1512090,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,1.1,0.9805,-81.6267,30.0821,-1.2,0 0 0 0 0 0 0,-76.87,,,41.0992,,22.7007,,18.6561,,16.7233,,-24.7643,,-68.2054,,-76.87
95,17416257,881992,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.794328,Complete curve; partial efficacy,-6.1,2.3332,0.9934,-76.5164,4.1067,-1.2,0 0 0 0 0 0 0,-77.4247,,,10.4405,,0.1063,,2.5156,,-14.4914,,-70.8423,,-74.3549,,-77.4247
96,17416256,1339800,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.41254,Complete curve; high efficacy,-5.85,1.8617,0.9942,-114.411,1.2345,-1.1,1 0 0 0 0 0 0,-115.9182,,,-27.799,,7.5362,,-5.6147,,-11.8607,,-82.619,,-109.564,,-115.918
97,17416251,2883112,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.630957,Complete curve; high efficacy,-6.2,0.7,0.9851,-130.403,16.2368,-1.1,0 0 0 0 0 0 0,-121.6119,,,19.5779,,-1.2911,,-20.0639,,-37.8881,,-93.1716,,-116.46,,-121.612
98,17416250,1809129,"NCGC",,Unspecified,,,"",2009/07/08,2,40,39.8107,Partial curve; high efficacy,-4.4,3.0654,0.9933,-147.78,-8.048,-2.1,1 0 0 0 0 0 0,-113.8718,,,-34.0573,,-9.4678,,-13.3597,,-7.458,,-2.5314,,-10.4943,,-113.872
99,17416244,2892638,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,1.3443,0.9948,-84.4258,7.6375,-1.1,0 0 0 0 0 0 0,-81.7698,,,4.6319,,12.0088,,-1.5742,,-28.6052,,-70.0439,,-85.2402,,-81.7698
100,17416243,2894008,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.5936,0.9889,-169.161,10.4238,-2.1,0 0 0 0 0 0 0,-131.6605,,,3.5385,,16.3949,,17.2513,,4.7485,,2.2784,,-26.3732,,-131.661
101,17416238,2275138,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.6259,0.9918,-97.7136,4.1537,-2.1,0 0 0 0 0 0 0,-89.5052,,,3.5606,,2.6524,,5.1518,,7.4214,,-6.4492,,-34.6607,,-89.5052
102,17416236,2884704,"NCGC",,Unspecified,,,"",2009/07/08,2,91,1.25893,Complete curve; high efficacy,-5.9,0.6,0.9762,-161.161,1.4645,-1.1,0 0 0 0 0 0 0,-144.0647,,,-8.6232,,2.3884,,-39.8273,,-46.3319,,-96.2541,,-129.596,,-144.065
103,17416234,879338,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.54813,Complete curve; high efficacy,-5.45,0.9,0.9431,-138.619,-10.6891,-1.1,0 0 0 0 0 0 0,-125.4715,,,0.2828,,-5.6598,,-39.001,,-22.7752,,-56.3219,,-112.652,,-125.471
104,17416232,2888544,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.891251,Complete curve; high efficacy,-6.05,1.1,0.9929,-114.352,5.7136,-1.1,0 0 0 0 0 0 0,-115.397,,,-1.8936,,11.5721,,-3.611,,-32.9749,,-81.8308,,-105.661,,-115.397
105,17416227,2967412,"NCGC",,Unspecified,,,"",2009/07/08,2,100,0.1,Complete curve; high efficacy,-7,0.8,0.9991,-160.515,34.1117,-1.1,0 0 0 0 0 0 0,-159.9447,,,19.5908,,-1.3307,,-61.992,,-116.272,,-145.044,,-155.28,,-159.945
106,17416220,2222341,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; partial efficacy,-5.35,0.5,0.9355,-87.9343,13.6289,-2.2,0 0 0 0 0 0 0,-66.397,,,16.1816,,-4.7878,,13.2184,,-16.7599,,-28.0216,,-48.4483,,-66.397
107,17416203,2888275,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,0.6,0.9551,-144.815,6.9302,-2.1,0 0 0 0 0 0 0,-111.054,,,4.449,,3.9617,,-3.9995,,-3.7574,,-55.7571,,-63.0495,,-111.054
108,17416195,2270495,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,2.4064,0.9123,-70.6458,-3.3628,-2.2,0 0 0 0 0 0 0,-62.7358,,,-3.0548,,-9.5552,,-9.2283,,-4.7162,,10.8918,,-12.1478,,-62.7358
109,17416186,2888420,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,0.9,0.9763,-110.273,-7.5222,-2.1,0 0 0 0 0 0 0,-87.2933,,,-4.7264,,-11.3447,,-2.0845,,-19.8906,,-20.7719,,-55.1767,,-87.2933
110,17416184,2830067,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.112202,Complete curve; high efficacy,-6.95,4.095,0.98,-96.5905,3.2351,-1.1,1 0 0 0 0 0 0,-100.3817,,,34.322,,3.0819,,-26.7298,,-85.106,,-96.7314,,-104.756,,-100.382
111,17416181,5348683,"NCGC",,Unspecified,,,"",2009/07/08,2,46,3.54813,Partial curve; high efficacy,-5.45,1,0.9876,-137.818,17.4443,-2.1,0 0 0 0 0 0 0,-130.6494,,,16.9652,,21.04,,2.8496,,8.8923,,-49.189,,-96.5249,,-130.649
112,17416180,720635,"NCGC",,Unspecified,,,"",2009/07/08,2,45,5.01187,Partial curve; high efficacy,-5.3,1.6436,0.987,-139.629,17.3785,-2.1,0 0 0 0 0 0 0,-140.4946,,,11.6698,,24.3572,,7.6933,,25.0153,,-21.489,,-102.594,,-140.495
113,17416157,2270409,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.51189,Complete curve; partial efficacy,-5.6,1.6604,0.965,-80.7725,-1.1014,-1.2,0 0 0 0 0 0 0,-78.977,,,-9.5683,,12.037,,-5.7947,,-7.3734,,-36.0667,,-76.8932,,-78.977
114,17416150,2218619,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.1,0.987,-101.791,17.182,-1.1,0 0 0 0 0 0 0,-96.182,,,9.4605,,22.3146,,18.2398,,-4.3688,,-34.2047,,-87.7914,,-96.182
115,17416148,2963405,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,0.9,0.9705,-88.1966,2.5315,-1.1,0 0 0 0 0 0 0,-80.5805,,,1.7372,,-1.4065,,8.7902,,-18.7974,,-28.7883,,-67.7522,,-80.5805
116,17416145,5740525,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.81838,Complete curve; high efficacy,-5.55,2.4064,0.9901,-132.763,17.2366,-1.1,1 0 0 0 0 0 0,-128.3482,,,56.3317,,21.4202,,23.2088,,3.55,,-35.4608,,-133.487,,-128.348
117,17416140,1913126,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,3.0654,0.9675,-65.7641,0.4687,-1.2,0 0 0 0 0 0 0,-67.3295,,,-9.8573,,-1.3442,,4.8517,,7.9835,,-22.272,,-63.427,,-67.3295
118,17416137,2893146,"NCGC",,Unspecified,,,"",2009/07/08,2,87,3.16228,Complete curve; high efficacy,-5.5,1.1,0.9929,-159.153,25.2219,-1.1,0 0 0 0 0 0 0,-146.8896,,,33.2665,,23.807,,18.5328,,-0.7358,,-45.5371,,-131.656,,-146.89
119,17416136,2275275,"NCGC",,Unspecified,,,"",2009/07/08,2,42,17.7828,Partial curve; high efficacy,-4.75,0.8,0.9427,-176.918,-32.5525,-2.1,0 0 0 0 0 0 0,-137.4893,,,-31.4018,,-18.1788,,-46.6062,,-50.8466,,-46.5961,,-94.8977,,-137.489
120,17416134,2892691,"NCGC",,Unspecified,,,"",2009/07/08,2,46,6.30957,Partial curve; high efficacy,-5.2,0.8,0.9591,-174.973,7.3332,-2.1,0 0 0 0 0 0 0,-146.4898,,,16.4705,,16.4605,,-21.5758,,-18.6564,,-36.5746,,-111.437,,-146.49
121,17416131,2892417,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.1705,0.9976,-125.975,15.5163,-2.1,0 0 0 0 0 0 0,-105.496,,,15.6962,,18.6343,,10.607,,13.6274,,-1.3681,,-51.6097,,-105.496
122,17416122,734554,"NCGC",,Unspecified,,,"",2009/07/08,2,87,3.16228,Complete curve; high efficacy,-5.5,1.1,0.9129,-154.326,-14.7586,-1.1,1 0 0 0 0 0 0,-145.8234,,,-45.6482,,1.7629,,-49.2058,,-13.0536,,-73.5655,,-131.093,,-145.823
123,17416115,886589,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.07946,Complete curve; partial efficacy,-5.15,4.9549,0.9827,-74.2124,12.8015,-1.2,1 0 0 0 0 0 0,-74.0129,,,45.1773,,22.0178,,3.9114,,12.8172,,12.9634,,-67.065,,-74.0129
124,17416110,1186128,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.54813,Partial curve; high efficacy,-5.45,0.7,0.9873,-121.514,-11.4833,-2.1,0 0 0 0 0 0 0,-106.2966,,,-15.0484,,-7.1397,,-25.9145,,-31.5209,,-56.4123,,-90.3025,,-106.297
125,17416103,2275069,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.2475,0.9963,-107.808,-11.2582,-1.1,0 0 0 0 0 0 0,-104.8029,,,-8.4344,,-15.3767,,-12.3606,,-15.1993,,-45.7462,,-86.5345,,-104.803
126,17416095,2891886,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,1.4641,0.98,-136.155,-5.8689,-2.1,0 0 0 0 0 0 0,-124.3309,,,6.0891,,-12.8589,,-11.1121,,-11.9566,,-21.4181,,-94.1934,,-124.331
127,17416094,2244463,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.54813,Complete curve; partial efficacy,-5.45,4.095,0.9725,-58.676,10.4815,-1.2,1 0 0 0 0 0 0,-60.9491,,,-12.1302,,18.6803,,11.9422,,1.2682,,-0.8298,,-55.6726,,-60.9491
128,17416092,2770178,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.54813,Complete curve; high efficacy,-5.45,2.6384,0.9683,-83.8145,10.5194,-1.1,0 0 0 0 0 0 0,-82.9946,,,22.1993,,17.7469,,-1.2137,,3.4118,,-12.6443,,-80.0779,,-82.9946
129,17416091,2885743,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.25893,Complete curve; high efficacy,-5.9,1,0.9864,-127.499,-20.6773,-1.1,0 0 0 0 0 0 0,-124.9894,,,-27.1685,,-12.546,,-33.7117,,-47.4808,,-88.8732,,-118.024,,-124.989
130,17416085,2884523,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1.25893,Complete curve; high efficacy,-5.9,1,0.9966,-135.838,8.6597,-1.1,0 0 0 0 0 0 0,-131.2392,,,13.089,,3.7524,,-5.6737,,-25.5659,,-84.2712,,-123.537,,-131.239
131,17416080,1302929,"NCGC",,Unspecified,,,"",2009/07/08,2,46,4.46684,Partial curve; high efficacy,-5.35,1.2876,0.9875,-154.398,4.8387,-2.1,1 0 0 0 0 0 0,-152.1867,,,-54.6301,,-1.9196,,3.3573,,9.1028,,-49.0429,,-111.886,,-152.187
132,17416079,2217717,"NCGC",,Unspecified,,,"",2009/07/08,2,91,1.58489,Complete curve; high efficacy,-5.8,1.4163,0.9955,-178.383,-27.6224,-1.1,0 0 0 0 0 0 0,-178.5963,,,-36.6389,,-22.3677,,-26.9191,,-50.3809,,-121.791,,-168.141,,-178.596
133,17416066,734388,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,4.9549,0.9398,-98.5875,-11.0395,-1.1,1 0 0 0 0 0 0,-93.4698,,,24.2662,,-20.882,,7.5394,,-22.1695,,-17.697,,-102.855,,-93.4698
134,17416065,2963673,"NCGC",,Unspecified,,,"",2009/07/08,2,46,5.01187,Partial curve; high efficacy,-5.3,0.5,0.9639,-174.138,5.1566,-2.1,0 0 0 0 0 0 0,-138.9762,,,8.3567,,-0.8954,,-36.2302,,-33.6827,,-58.4756,,-100.055,,-138.976
135,17416064,734555,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3723,0.9618,-85.2765,8,-2.2,1 0 0 0 0 0 0,-74.9292,,,26.0466,,2.7157,,17.8401,,7.2828,,-5.2798,,-23.2798,,-74.9292
136,17416057,5348001,"NCGC",,Unspecified,,,"",2009/07/08,2,91,1.99526,Complete curve; high efficacy,-5.7,1.4641,0.9637,-191.146,-2.9232,-1.1,0 0 0 0 0 0 0,-190.1441,,,-2.0061,,4.7345,,-30.7556,,4.2552,,-119.026,,-172.908,,-190.144
137,17416054,2885121,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1.2475,0.9868,-129.352,0,-2.1,0 0 0 0 0 0 0,-116.1426,,,-4.4797,,9.0986,,0.5953,,-10.2648,,-15.3602,,-69.7592,,-116.143
138,17416050,2960253,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.4787,0.9855,-97.4178,-12.2017,-2.1,1 0 0 0 0 0 0,-90.3482,,,-49.5789,,-17.2948,,-13.2939,,-6.0608,,-21.0772,,-55.2089,,-90.3482
139,17416045,952259,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.4641,0.991,-97.1897,2.6554,-1.1,0 0 0 0 0 0 0,-97.8088,,,-4.8473,,8.4062,,3.0087,,-6.5758,,-54.8429,,-87.3425,,-97.8088
140,17416035,2884521,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.630957,Complete curve; high efficacy,-6.2,1.21,0.9489,-154.013,9.4304,-1.1,0 0 0 0 0 0 0,-153.4917,,,35.1159,,-25.1596,,2.3428,,-55.2299,,-126.476,,-148.984,,-153.492
141,17416029,2962313,"NCGC",,Unspecified,,,"",2009/07/08,2,44,6.30957,Partial curve; high efficacy,-5.2,1.331,0.9698,-138.841,10.0888,-2.1,0 0 0 0 0 0 0,-128.6353,,,5.0289,,8.3775,,-0.7572,,26.5762,,-26.4179,,-91.7245,,-128.635
142,17416024,1254592,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.562341,Complete curve; partial efficacy,-6.25,1.7137,0.9918,-64.878,14.5,-1.2,1 0 0 0 0 0 0,-60.1197,,,40.6754,,16.4846,,8.1049,,-17.1617,,-58.6662,,-68.8715,,-60.1197
143,17416021,1185497,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.630957,Complete curve; high efficacy,-6.2,0.8,0.9928,-125.448,28.1926,-1.1,0 0 0 0 0 0 0,-116.9054,,,31.4766,,14.9253,,-2.2699,,-32.583,,-90.6919,,-109.162,,-116.905
144,17416017,1254579,"NCGC",,Unspecified,,,"",2009/07/08,2,85,4.46684,Complete curve; high efficacy,-5.35,1.4163,0.9928,-118.692,-16.013,-1.1,0 0 0 0 0 0 0,-116.736,,,-21.324,,-18.1066,,-9.7789,,-19.0138,,-45.2609,,-96.4005,,-116.736
145,17416012,2885606,"NCGC",,Unspecified,,,"",2009/07/08,2,47,2.23872,Partial curve; high efficacy,-5.65,0.5,0.9615,-122.933,-4.3605,-2.1,0 0 0 0 0 0 0,-101.7101,,,-7.8996,,-10.2811,,-36.8832,,-29.7748,,-66.0333,,-90.0119,,-101.71
146,17416005,2294902,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.1,0.9964,-120.985,-10.6144,-2.1,0 0 0 0 0 0 0,-107.9281,,,-15.141,,-7.5911,,-9.9808,,-14.1923,,-30.4088,,-73.6637,,-107.928
147,17416002,2291980,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.41254,Complete curve; partial efficacy,-5.85,1.2876,0.9956,-70.0843,-0.5068,-1.2,1 0 0 0 0 0 0,-69.2455,,,-33.4277,,-3.754,,0.823,,-14.1441,,-44.7739,,-66.327,,-69.2455
148,17415994,1289514,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,1.4781,0.9539,-80.3108,-0.595,-1.1,0 0 0 0 0 0 0,-80.3382,,,-13.8487,,-0.1925,,10.6119,,-0.6739,,-27.3897,,-64.061,,-80.3382
149,17415990,2963046,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; high efficacy,-4.5,1.7885,0.9102,-102.097,-21.7152,-2.1,0 0 0 0 0 0 0,-81.4087,,,-12.3403,,-33.6677,,-24.421,,-26.7152,,-24.1112,,-32.326,,-81.4087
150,17415989,2963070,"NCGC",,Unspecified,,,"",2009/07/08,2,83,7.94328,Complete curve; high efficacy,-5.1,4.9549,0.9773,-109.745,8.3676,-1.1,0 0 0 0 0 0 0,-108.6181,,,16.031,,8.5336,,0.5034,,-3.246,,20.1136,,-94.1948,,-108.618
151,17415978,2267686,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.891251,Complete curve; high efficacy,-6.05,0.8,0.9906,-88.2486,19.0901,-1.1,0 0 0 0 0 0 0,-84.588,,,21.4683,,11.9438,,-1.1823,,-14.6331,,-58.0991,,-73.9818,,-84.588
152,17415973,1894994,"NCGC",,Unspecified,,,"",2009/07/08,2,45,5.62341,Partial curve; high efficacy,-5.25,0.4,0.9345,-151.014,8.3833,-2.1,0 0 0 1 0 0 0,-120.4707,,,8.5032,,-11.4632,,-22.7761,,33.1016,,-60.1183,,-63.6183,,-120.471
153,17415970,2215233,"NCGC",,Unspecified,,,"",2009/07/08,2,42,4.46684,Partial curve; partial efficacy,-5.35,0.9,0.9158,-68.0228,9,-2.2,1 0 0 0 0 0 0,-63.9431,,,-26.0718,,5.4255,,3.7703,,13.1469,,-29.6785,,-36.9631,,-63.9431
154,17415955,2963391,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,1.1705,0.9961,-135.748,24.7285,-2.1,0 0 0 0 0 0 0,-114.9412,,,30.5203,,26.3389,,18.5991,,19.5567,,4.0181,,-56.1384,,-114.941
155,17415952,2273874,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.3437,0.9958,-141.069,1.3137,-2.1,1 0 1 0 0 0 0,-125.2206,,,46.9516,,6.1464,,78.1197,,-5.3697,,-11.1905,,-64.3485,,-125.221
156,17415950,2267687,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.98107,Complete curve; high efficacy,-5.4,1.3723,0.9849,-115.035,-3.4671,-1.1,0 0 0 0 0 0 0,-111.7532,,,0.5679,,3.8153,,-15.0401,,-10.0334,,-36.3712,,-95.0869,,-111.753
157,17415949,2885841,"NCGC",,Unspecified,,,"",2009/07/08,2,90,1.58489,Complete curve; high efficacy,-5.8,2.4064,0.9764,-167.08,-3.6145,-1.1,0 0 0 0 0 0 0,-171.6128,,,-0.7389,,9.1104,,-28.901,,-3.2243,,-118.644,,-161.788,,-171.613
158,17415946,2900488,"NCGC",,Unspecified,,,"",2009/07/08,2,85,7.94328,Complete curve; high efficacy,-5.1,4.095,0.9878,-180.636,-19.9162,-1.1,0 0 0 1 0 0 0,-182.3843,,,-8.6333,,-15.4031,,-22.1504,,53.0896,,-34.9364,,-149.536,,-182.384
159,17415943,1263325,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,1.3443,0.9163,-157.042,-11.1894,-2.1,0 0 0 0 0 0 0,-136.6966,,,-0.9041,,-39.8176,,3.171,,-4.2583,,-26.4806,,-65.2363,,-136.697
160,17415931,1339742,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,2.1211,0.9888,-107.426,-30.5399,-2.1,1 1 0 0 0 0 0,-93.5794,,,-35.7207,,-1.9049,,-35.1567,,-27.2704,,-29.5609,,-40.4132,,-93.5794
161,17415930,2900050,"NCGC",,Unspecified,,,"",2009/07/08,2,50,2.81838,Partial curve; high efficacy,-5.55,0.5,0.9619,-190.616,6.9659,-2.1,1 0 0 0 0 0 0,-152.3968,,,-37.3691,,2.3999,,-42.7693,,-37.326,,-86.6942,,-129.861,,-152.397
162,17415927,2963473,"NCGC",,Unspecified,,,"",2009/07/08,2,88,2.23872,Complete curve; high efficacy,-5.65,1,0.9937,-140.192,22.3353,-1.1,1 0 0 0 0 0 0,-134.7746,,,35.0393,,13.6488,,24.7635,,-8.1504,,-59.4608,,-112.491,,-134.775
163,17415924,2291961,"NCGC",,Unspecified,,,"",2009/07/08,2,91,1.12202,Complete curve; high efficacy,-5.95,1.111,0.9972,-161.702,8.5468,-1.1,0 0 0 0 0 0 0,-157.5437,,,13.3931,,0.6198,,2.4246,,-39.7607,,-107.263,,-151.394,,-157.544
164,17415918,1242397,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,1.1,0.9977,-118.554,20.1216,-1.1,0 0 0 0 0 0 0,-114.4062,,,24.3633,,15.3116,,17.4679,,-0.5362,,-43.755,,-96.8182,,-114.406
165,17415915,1242402,"NCGC",,Unspecified,,,"",2009/07/08,2,84,8.91251,Complete curve; high efficacy,-5.05,4.095,0.9809,-151.453,-39.4078,-1.1,0 0 0 0 0 0 0,-151.7216,,,-50.6916,,-44.1912,,-38.8811,,-29.2683,,-35.8465,,-121.244,,-151.722
166,17415914,5740390,"NCGC",,Unspecified,,,"",2009/07/08,2,45,4.46684,Partial curve; high efficacy,-5.35,1,0.9946,-141.072,-0.6926,-2.1,0 0 0 0 0 0 0,-132.5669,,,5.9578,,-7.54,,-4.9235,,-12.9256,,-48.8579,,-99.8408,,-132.567
167,17415907,1893916,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.707946,Complete curve; high efficacy,-6.15,2.4064,0.9959,-94.1926,19.1535,-1.1,0 0 0 0 0 0 0,-95.9514,,,18.7915,,13.5227,,23.7579,,-8.4057,,-89.1623,,-90.8799,,-95.9514
168,17415906,2900292,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1,0.981,-88.362,23.2044,-1.1,0 0 0 0 0 0 0,-82.1165,,,23.7835,,27.6542,,3.6033,,-1.0293,,-47.6956,,-82.8432,,-82.1165
169,17415903,706072,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,2.7202,0.9531,-85.5874,16.1975,-2.1,0 0 0 0 0 0 0,-84.8207,,,1.8301,,22.2835,,8.3349,,26.8864,,18.913,,-25.8838,,-84.8207
170,17415900,5730620,"NCGC",,Unspecified,,,"",2009/07/08,2,45,8.91251,Partial curve; high efficacy,-5.05,0.9,0.9957,-185.939,26.5404,-2.1,0 0 0 0 0 0 0,-153.4235,,,25.1227,,21.6119,,29.6138,,16.3487,,-28.3946,,-88.574,,-153.423
171,17415899,2900809,"NCGC",,Unspecified,,,"",2009/07/08,2,45,7.94328,Partial curve; high efficacy,-5.1,1.8265,0.9797,-169.358,5.6328,-2.1,0 0 0 0 0 0 0,-163.0371,,,-5.1873,,7.3192,,-2.1152,,24.7218,,-15.2061,,-111.521,,-163.037
172,17415898,2298907,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.5095,0.9856,-111.628,-2.3765,-1.1,0 0 0 0 0 0 0,-110.8467,,,-10.2005,,-1.7262,,7.9773,,-12.0172,,-42.8498,,-97.6279,,-110.847
173,17415897,2900722,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1,0.9748,-80.0503,21.2531,-2.2,0 0 0 0 0 0 0,-66.9143,,,18.3843,,15.4151,,24.8166,,25.6162,,-5.4269,,-33.8448,,-66.9143
174,17415896,2900686,"NCGC",,Unspecified,,,"",2009/07/08,2,45,5.01187,Partial curve; high efficacy,-5.3,0.6,0.9942,-131.219,12.4109,-2.1,0 0 0 0 0 0 0,-104.4244,,,13.7748,,9.2199,,-5.9779,,-14.1213,,-39.439,,-78.9471,,-104.424
175,17415893,1338135,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,3.6772,0.9874,-94.6433,9.2025,-1.1,0 0 0 0 0 0 0,-97.5619,,,9.4693,,12.3007,,17.4692,,0.0497,,-9.8512,,-89.8459,,-97.5619
