#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
87,17416110,1186128,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,0.7,0.988,-111.19,5.0767,-2.1,0 0 0 0 0 0 0,-92.6584,,,4.6783,,5.8077,,-2.2443,,-20.3787,,-31.0663,,-71.9326,,-92.6584
88,17416106,2892684,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.630957,Complete curve; partial efficacy,-6.2,1,0.9966,-73.208,14.8298,-1.2,0 0 0 0 0 0 0,-70.7319,,,11.5425,,15.8634,,1.828,,-20.8232,,-54.2943,,-69.9071,,-70.7319
89,17416103,2275069,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,2.2481,0.9123,-82.7918,5.3523,-2.2,0 0 0 0 0 0 0,-79.6977,,,-3.7913,,3.1184,,-3.5503,,27.3478,,1.731,,-41.0815,,-79.6977
90,17416095,2891886,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,0.8,0.9588,-102.694,-29.5417,-1.1,0 0 0 0 0 0 0,-99.2549,,,-37.8785,,-21.0147,,-44.6424,,-56.7089,,-77.6886,,-95.7251,,-99.2549
91,17416092,2770178,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9677,-78.1182,10.5,-1.2,0 0 1 0 0 0 0,-79.6818,,,17.5872,,14.0391,,31.8243,,-4.0074,,13.4521,,-59.9494,,-79.6818
92,17416091,2885743,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.4163,0.991,-111.607,-25.5573,-1.1,0 0 0 0 0 0 0,-109.065,,,-20.5916,,-24.3448,,-32.6281,,-29.8897,,-56.2917,,-99.012,,-109.065
93,17416088,5728807,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.7885,0.9698,-93.587,4.7621,-2.1,0 0 0 0 0 0 0,-88.5717,,,-0.4088,,17.2537,,5.3947,,-4.3486,,-1.0991,,-51.34,,-88.5717
94,17416085,2884523,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,0.9,0.9976,-115.27,-4.162,-2.1,0 0 0 0 0 0 0,-105.019,,,-2.615,,-6.4358,,-8.8669,,-13.6132,,-45.7778,,-80.9653,,-105.019
95,17416080,1302929,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,2.4064,0.9131,-106.674,11.8444,-2.1,0 0 0 0 0 0 0,-102.056,,,-10.2796,,1.8776,,29.5483,,25.0118,,13.5406,,-33.5749,,-102.056
96,17416079,2217717,"NCGC",,Unspecified,,,"",2009/07/08,2,83,6.30957,Complete curve; high efficacy,-5.2,4.9549,0.9573,-92.514,-1.5738,-1.1,0 0 0 0 0 0 0,-92.3961,,,12.5257,,-1.3635,,-11.4933,,-13.905,,4.6337,,-87.7239,,-92.3961
97,17416066,734388,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.51189,Complete curve; partial efficacy,-5.6,2.4064,0.954,-66.8965,10,-1.2,0 0 0 0 0 0 0,-69.2449,,,6.0284,,0.7887,,7.4783,,24.7029,,-24.5108,,-62.917,,-69.2449
98,17416065,2963673,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1.6259,0.9945,-123.801,-0.6103,-2.1,0 0 0 0 0 0 0,-116.899,,,0.3148,,-6.6167,,5.1631,,-1.606,,-11.2286,,-68.8022,,-116.899
99,17416064,734555,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1,0.9786,-74.3593,7,-2.2,0 0 0 0 0 0 0,-64.047,,,10.9823,,0.6373,,3.8124,,8.4647,,-12.5427,,-37.296,,-64.047
100,17416057,5348001,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1,0.9988,-122.98,5.4496,-2.1,0 0 0 0 0 0 0,-102.03,,,6.9625,,3.8034,,4.5705,,-1.8758,,-14.8212,,-59.0091,,-102.03
101,17416035,2884521,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,0.8,0.984,-114.968,21.1261,-1.1,0 0 0 0 0 0 0,-104.091,,,16.058,,18.1118,,20.1798,,-19.7467,,-43.7928,,-93.0473,,-104.091
102,17416029,2962313,"NCGC",,Unspecified,,,"",2009/07/08,2,44,6.30957,Partial curve; high efficacy,-5.2,0.8,0.9722,-126.538,-2.8198,-2.1,0 0 0 0 0 0 0,-110.148,,,2.6438,,2.3399,,-16.0242,,-24.5048,,-32.4776,,-82.7339,,-110.148
103,17416024,1254592,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.58489,Complete curve; high efficacy,-5.8,1.111,0.998,-127.351,0.6338,-1.1,0 0 0 0 0 0 0,-126.723,,,-2.1978,,-1.1888,,0.0321,,-26.4377,,-76.6305,,-112.707,,-126.723
104,17416023,2963777,"NCGC",,Unspecified,,,"",2009/07/08,2,84,5.01187,Complete curve; high efficacy,-5.3,1.2876,0.9971,-108.679,-13.3608,-1.1,0 0 0 0 0 0 0,-103.568,,,-9.549,,-14.6766,,-15.9693,,-18.6992,,-38.5647,,-85.6556,,-103.568
105,17416021,1185497,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,0.8,0.9979,-127.014,0,-2.1,0 0 0 0 0 0 0,-101.553,,,-0.4785,,1.453,,-6.1883,,-9.104,,-28.4556,,-67.989,,-101.553
106,17416012,5348132,"NCGC",,Unspecified,,,"",2009/07/08,2,82,8.91251,Complete curve; high efficacy,-5.05,4.9549,0.9895,-80.4603,3.5682,-1.1,0 0 0 0 0 0 0,-80.3268,,,5.0494,,2.3517,,6.0684,,8.3099,,-3.8568,,-61.2973,,-80.3268
107,17415994,1289514,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.199526,Complete curve; high efficacy,-6.7,1.21,0.9888,-94.5437,-23.0295,-1.1,0 0 0 0 0 0 0,-96.5953,,,-27.5794,,-20.7908,,-45.5968,,-75.4848,,-88.438,,-93.7799,,-96.5953
108,17415989,2963070,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.21,0.9848,-86.8647,-4.9429,-1.1,0 0 0 0 0 0 0,-82.2027,,,2.2265,,-8.7707,,-7.9288,,-16.7926,,-37.8559,,-77.6955,,-82.2027
109,17415973,1894994,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,1.21,0.9911,-103.84,-4.8159,-1.1,0 0 0 0 0 0 0,-102.783,,,-6.2241,,-4.5797,,-9.5585,,-13.7646,,-61.4184,,-86.1878,,-102.783
110,17415972,5728785,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.3437,0.97,-94.4964,16.7646,-2.1,0 0 0 0 0 0 0,-93.7154,,,14.9856,,2.7517,,26.0317,,19.6444,,-22.0301,,-69.2163,,-93.7154
111,17415970,2215233,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,1.8617,0.9762,-65.6398,1.1795,-1.2,0 0 0 0 0 0 0,-67.4669,,,-2.6699,,-5.1865,,5.738,,5.4105,,-27.5074,,-58.3159,,-67.4669
112,17415955,2963391,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.23872,Complete curve; high efficacy,-5.65,1.3443,0.9943,-101.339,-11.1469,-1.1,1 0 0 0 0 0 0,-98.524,,,-50.0864,,-10.8448,,-10.7223,,-24.5082,,-53.1641,,-95.7565,,-98.524
113,17415949,2885841,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,2.0479,0.9969,-118.723,-1.1821,-2.1,0 1 0 0 0 0 0,-116.666,,,-0.1809,,30.6788,,1.5392,,-6.3951,,-6.1339,,-66.5118,,-116.666
114,17415946,2900488,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.2876,0.9905,-122.772,-9.124,-1.1,0 0 0 0 0 0 0,-121.823,,,-12.4361,,-10.421,,-11.2049,,-7.6033,,-54.6214,,-98.8913,,-121.823
115,17415944,2847560,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.891251,Complete curve; partial efficacy,-6.05,1.2221,0.9745,-73.4609,23.02,-1.2,0 0 0 0 0 0 0,-72.1171,,,32.5194,,19.7785,,5.4858,,0.1426,,-53.5313,,-69.0646,,-72.1171
116,17415943,1263325,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.2475,0.9319,-108.919,3.1574,-1.1,0 0 0 0 0 0 0,-110.237,,,7.18,,-20.767,,16.0601,,1.971,,-48.0902,,-82.9367,,-110.237
117,17415931,1339742,"NCGC",,Unspecified,,,"",2009/07/08,2,41,8.91251,Partial curve; partial efficacy,-5.05,4.095,0.9511,-72.2621,3.4967,-2.2,0 0 0 0 0 0 0,-73.1378,,,6.6106,,16.9276,,-7.5626,,2.3663,,-0.6825,,-51.3934,,-73.1378
118,17415930,2900050,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.6259,0.9353,-112.138,-4.1881,-2.1,0 0 1 0 0 0 0,-86.2078,,,-4.9033,,-15.9904,,-44.3923,,10.6736,,-8.1802,,-23.9359,,-86.2078
119,17415918,1242397,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.4163,0.9929,-84.8209,1.2045,-1.1,0 0 0 0 0 0 0,-81.8489,,,-3.0826,,6.1063,,2.5339,,-7.0613,,-34.3867,,-76.4066,,-81.8489
120,17415915,1242402,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1,0.9288,-136.114,-21.9074,-2.1,0 0 0 0 0 0 0,-118.438,,,-41.2126,,-25.1867,,-9.1488,,-32.7212,,-41.7366,,-83.6026,,-118.438
121,17415914,5740390,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1,0.9492,-97.1903,3.5853,-2.1,0 0 0 0 0 0 0,-89.9553,,,-11.3948,,11.6607,,12.483,,-12.8944,,-27.9154,,-69.5904,,-89.9553
122,17415907,1893916,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.354813,Complete curve; high efficacy,-6.45,2.1211,0.993,-116.007,-20.1537,-1.1,0 0 0 0 0 0 0,-118.03,,,-26.7168,,-15.5133,,-23.8574,,-80.5621,,-110.02,,-117.587,,-118.03
123,17415906,2900292,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,3.9295,0.9902,-96.2158,18.6573,-1.1,0 0 0 0 0 0 0,-102.465,,,21.9172,,9.8377,,21.5428,,20.901,,-75.9496,,-89.1021,,-102.465
124,17415900,5730620,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9999,-99.0952,9.5,-2.1,1 0 0 0 0 0 0,-90.5043,,,-36.2962,,9.397,,9.0192,,5.7401,,-13.1629,,-60.7216,,-90.5043
125,17415899,2900809,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.21,0.9416,-88.0289,7,-2.2,0 0 0 0 0 0 0,-73.3574,,,1.3224,,4.5639,,21.4835,,3.7844,,-7.7107,,-25.0066,,-73.3574
126,17415898,2298907,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.21,0.994,-68.3892,4.092,-2.2,0 1 0 0 0 0 0,-62.561,,,1.4245,,31.9567,,5.6,,4.7808,,-11.0737,,-39.2549,,-62.561
127,17415893,1338135,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,1.2876,0.9842,-82.8026,5.8558,-1.2,0 0 0 0 0 0 0,-79.1223,,,13.7615,,0.0377,,5.68,,-4.4856,,-23.2374,,-69.0714,,-79.1223
128,17415890,2900569,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.12202,Complete curve; high efficacy,-5.95,1.331,0.9414,-89.4434,-7.9932,-1.1,0 0 0 0 0 0 0,-92.0305,,,-15.2488,,-15.5799,,7.9012,,-33.0897,,-63.2146,,-84.8524,,-92.0305
129,17415885,2285721,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.562341,Complete curve; high efficacy,-6.25,0.9,0.9941,-98.7254,22.6158,-1.1,0 0 0 0 0 0 0,-95.1661,,,23.8645,,18.1846,,-3.5367,,-26.6288,,-74.6648,,-92.925,,-95.1661
130,17415877,875821,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.158489,Complete curve; high efficacy,-6.8,0.8,0.9959,-114.681,18.2478,-1.1,0 0 0 0 0 0 0,-115.661,,,14.6801,,-7.3282,,-29.6102,,-76.6197,,-99.9456,,-108.425,,-115.661
131,17415867,2788605,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,1.111,0.9902,-138.433,2.5575,-2.1,0 0 0 0 0 0 0,-119.623,,,-3.7384,,8.2535,,-1.8193,,4.2455,,-21.0593,,-66.5663,,-119.623
132,17415863,2276063,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,4.9549,0.9277,-72.055,-7.7929,-1.2,0 1 0 0 0 0 0,-69.1101,,,-18.524,,-35.1802,,-12.8833,,8.0557,,-13.9083,,-74.8732,,-69.1101
133,17415854,1348667,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.1,0.987,-138.081,0.6559,-2.1,0 0 0 0 0 0 0,-121.627,,,9.5619,,-0.8958,,-3.4958,,-12.6504,,-19.799,,-79.635,,-121.627
134,17415847,1022424,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,2.7202,0.9783,-95.4717,-10.3713,-1.1,0 0 0 0 0 0 0,-94.5265,,,-5.2772,,-4.926,,-22.462,,-8.5413,,-35.1643,,-93.9323,,-94.5265
135,17415838,2223163,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,0.8,0.9838,-119.863,22.3139,-2.1,0 0 0 0 0 0 0,-90.0991,,,26.854,,12.3985,,27.3423,,8.2185,,-7.147,,-50.6892,,-90.0991
136,17415836,6898403,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.630957,Complete curve; partial efficacy,-6.2,1.1,0.9951,-80.3742,34.5482,-1.2,0 0 1 0 0 0 0,-79.1777,,,28.5962,,37.9349,,42.0085,,-12.7239,,-56.9284,,-77.4894,,-79.1777
137,17415834,5717737,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.562341,Complete curve; high efficacy,-6.25,1.21,0.9991,-134.994,14.9411,-1.1,0 0 0 0 0 0 0,-134.906,,,10.5942,,14.5046,,1.491,,-49.8837,,-110.303,,-132.02,,-134.906
138,17415833,2967529,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.3437,0.9886,-90.825,10,-2.1,0 0 0 0 0 0 0,-80.0457,,,13.6878,,14.5513,,5.3966,,3.9119,,0.7933,,-35.3556,,-80.0457
139,17415812,2848238,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.994,-114.962,-12.383,-2.1,0 0 0 0 0 0 0,-93.5705,,,-10.0236,,-15.7349,,-10.0975,,-19.9573,,-29.5384,,-62.1584,,-93.5705
140,17415799,2890716,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.81838,Complete curve; partial efficacy,-5.55,1,0.9892,-85.6502,21.0548,-1.2,0 0 0 0 0 0 0,-78.3934,,,19.7319,,26.8806,,13.1117,,2.6448,,-22.5804,,-69.0204,,-78.3934
141,17415776,2830094,"NCGC",,Unspecified,,,"",2009/07/08,2,47,4.46684,Partial curve; high efficacy,-5.35,0.6,0.9762,-169.745,9.3481,-2.1,0 0 0 0 0 0 0,-135.612,,,20.1904,,-9.7225,,-12.7077,,-19.7423,,-60.2158,,-110.481,,-135.612
142,17415751,2282197,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.281838,Complete curve; high efficacy,-6.55,0.5,0.9756,-99.9806,40.8723,-1.1,0 0 0 0 0 0 0,-92.976,,,29.0308,,14.2543,,-21.1186,,-37.0713,,-50.7871,,-85.488,,-92.976
143,17415729,2914555,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,0.8,0.9915,-103.984,-10.9442,-1.1,0 0 0 0 0 0 0,-93.1037,,,-8.3035,,-11.9121,,-18.9608,,-26.9772,,-42.776,,-78.9921,,-93.1037
144,17415727,2914449,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,0.8,0.986,-129.618,3.101,-2.1,0 0 0 0 0 0 0,-113.7,,,10.3385,,-5.5024,,-3.2857,,-21.3561,,-42.6825,,-94.963,,-113.7
145,17415725,1566144,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.501187,Complete curve; partial efficacy,-6.3,0.7,0.9966,-77.4956,23.3804,-1.2,0 0 0 0 0 0 0,-70.9391,,,21.1841,,13.6172,,-1.0319,,-25.4898,,-49.8495,,-71.352,,-70.9391
146,17415723,2921946,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.9,0.9777,-97.9667,-3.3456,-2.2,0 0 0 0 0 0 0,-77.1843,,,-1.7423,,-6.7134,,1.2719,,-14.9781,,-15.7052,,-46.767,,-77.1843
147,17415705,2278688,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,0.7,0.9919,-122.938,28.3713,-2.1,0 0 0 0 0 0 0,-100.759,,,34.342,,17.4144,,18.3782,,1.8157,,-30.1571,,-77.7801,,-100.759
148,17415678,881461,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.9421,-72.27,7.5,-2.2,1 0 0 0 0 0 0,-70.7697,,,25.802,,4.9932,,-4.6507,,8.9418,,22.3027,,-47.2467,,-70.7697
149,17415675,2896475,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,2.0479,0.9458,-72.893,11.5,-2.2,0 0 0 0 0 0 0,-66.0951,,,19.6429,,3.7382,,19.6933,,1.6848,,11.6641,,-12.2478,,-66.0951
150,17415662,2913909,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.111,0.99,-116.072,0.5233,-2.1,0 0 0 0 0 0 0,-99.3427,,,-3.8709,,4.2978,,5.31,,-7.9799,,-15.0789,,-58.7715,,-99.3427
151,17415650,2914673,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; partial efficacy,-5.15,1.6266,0.9833,-76.8574,-14.5861,-2.2,0 0 0 0 0 0 0,-71.1576,,,-12.8183,,-17.6971,,-18.6681,,-11.7912,,-21.7118,,-57.361,,-71.1576
152,17415648,5342654,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.4641,0.9632,-85.6869,-3.3211,-2.2,0 0 0 0 0 0 0,-79.397,,,8.8143,,-7.4386,,-8.2398,,-8.5481,,-10.1466,,-49.8373,,-79.397
153,17415641,2206703,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.2876,0.9954,-108.635,3.9617,-2.1,0 0 0 0 0 0 0,-105.149,,,-1.4279,,8.0423,,4.6496,,0.6138,,-27.5673,,-77.9962,,-105.149
154,17415638,5334183,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,0.8,0.9919,-92.2898,16.2231,-1.1,0 0 0 0 0 0 0,-85.3577,,,15.6443,,16.0368,,1.3811,,-3.844,,-43.4873,,-69.2894,,-85.3577
155,17415637,5722465,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.21,0.9228,-86.654,-19.2072,-2.2,0 0 0 0 0 0 0,-77.4932,,,-10.8708,,-30.5038,,-15.655,,-25.569,,-24.1918,,-60.8944,,-77.4932
156,17415612,6898109,"NCGC",,Unspecified,,,"",2009/07/08,2,45,4.46684,Partial curve; high efficacy,-5.35,0.6,0.9872,-119.893,18.483,-2.1,0 0 0 0 0 0 0,-95.7103,,,16.3081,,11.6353,,12.896,,-18.4336,,-32.2265,,-70.436,,-95.7103
157,17415611,6898098,"NCGC",,Unspecified,,,"",2009/07/08,2,45,5.62341,Partial curve; high efficacy,-5.25,0.6,0.9565,-135.503,2.9213,-2.1,0 0 0 0 0 0 0,-108.538,,,8.3132,,0.8829,,-17.6556,,-31.7444,,-32.9483,,-85.8464,,-108.538
158,17415610,2914650,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.62341,Partial curve; high efficacy,-5.25,1.2475,0.9826,-118.906,12.2995,-2.1,0 0 0 0 0 0 0,-109.878,,,19.5905,,14.1463,,10.4629,,-5.9048,,-14.1853,,-85.294,,-109.878
159,17415608,1068774,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3443,0.9346,-77.7026,-2.0295,-2.2,0 0 0 0 0 0 0,-67.8895,,,7.4056,,-3.241,,-0.0256,,-14.9039,,-8.0312,,-29.1136,,-67.8895
160,17415603,1564911,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.21,0.971,-101.328,10.8245,-2.1,0 0 1 0 0 0 0,-90.7544,,,17.4902,,12.9927,,-48.7346,,-6.113,,-3.6005,,-60.5471,,-90.7544
161,17415599,2914927,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.1,0.9973,-105.851,28.3513,-1.1,0 0 0 0 0 0 0,-101.396,,,30.4706,,22.4526,,28.7884,,9.9748,,-36.448,,-84.5999,,-101.396
162,17415598,2913945,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,0.8,0.9963,-118.533,32.4068,-2.1,1 0 0 0 0 0 0,-104.523,,,-23.0831,,33.3778,,26.4778,,8.6749,,-17.5957,,-68.0682,,-104.523
163,17415590,2286843,"NCGC",,Unspecified,,,"",2009/07/08,2,85,4.46684,Complete curve; high efficacy,-5.35,1.4163,0.9699,-118.116,10.3729,-1.1,0 0 0 0 0 0 0,-114.565,,,14.6057,,-7.1782,,23.7397,,5.3465,,-28.0699,,-90.3858,,-114.565
164,17415580,2278656,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,1.4781,0.969,-75.1293,3.3458,-1.2,0 0 0 0 0 0 0,-74.1148,,,8.1704,,8.9699,,-9.5102,,1.3348,,-23.6412,,-62.5828,,-74.1148
165,17415577,5510398,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,2.6384,0.9316,-81.7794,2.5436,-1.1,1 0 0 0 0 0 0,-84.2587,,,-39.3829,,-15.6657,,17.484,,7.3922,,-15.657,,-73.4032,,-84.2587
166,17415574,869886,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.5579,0.9355,-94.0732,-43.9817,-2.1,0 0 0 0 0 0 0,-81.3741,,,-49.2518,,-45.7496,,-37.1312,,-43.9766,,-43.0921,,-54.4375,,-81.3741
167,17415529,2867713,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.446684,Complete curve; partial efficacy,-6.35,0.7,0.9967,-81.2213,22.4867,-1.2,0 0 0 0 0 0 0,-76.84,,,18.0273,,13.8081,,-2.2207,,-32.56,,-52.9197,,-74.4874,,-76.84
168,17415514,2896205,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.446684,Complete curve; high efficacy,-6.35,2.2526,0.9967,-121.124,3.9276,-1.1,0 0 0 0 0 0 0,-123.847,,,-2.6238,,7.0713,,3.047,,-58.7994,,-115.812,,-121.182,,-123.847
169,17415481,2281387,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,3.5117,0.9091,-90.0057,11.2189,-2.1,0 0 0 0 0 0 0,-88.561,,,22.9399,,-12.6031,,23.6283,,5.0254,,17.9047,,-42.7203,,-88.561
170,17415477,2872001,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.07946,Complete curve; high efficacy,-5.15,4.095,0.9779,-90.2529,2.1094,-1.1,0 0 0 0 0 0 0,-91.4708,,,1.1319,,-5.1507,,13.9999,,5.1735,,-4.644,,-77.1279,,-91.4708
171,17415474,970121,"NCGC",,Unspecified,,,"",2009/07/08,2,42,4.46684,Partial curve; partial efficacy,-5.35,1.2876,0.9114,-61.7816,7,-2.2,0 0 0 0 0 0 0,-61.1578,,,14.92,,-9.4486,,7.7577,,12.4899,,-17.8369,,-42.3467,,-61.1578
172,17415461,207054,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.8079,0.9521,-81.463,1.9833,-2.2,0 0 0 0 0 0 0,-78.3095,,,11.8571,,4.0097,,-12.5931,,3.6022,,-4.9844,,-48.9497,,-78.3095
173,17415442,2921864,"NCGC",,Unspecified,,,"",2009/07/08,2,44,8.91251,Partial curve; high efficacy,-5.05,0.6,0.9596,-153.694,9.7445,-2.1,0 0 0 0 0 0 0,-117.251,,,8.7353,,2.8933,,12.6757,,-31.36,,-34.759,,-72.6261,,-117.251
174,17415439,5661263,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1,0.9969,-85.4526,2.7877,-2.2,1 0 0 0 0 0 0,-74.7835,,,-25.9721,,0.653,,2.3395,,0.695,,-18.835,,-48.288,,-74.7835
