#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp3a4-Potency_&#956;M","p450-cyp3a4-Curve_Description","p450-cyp3a4-Fit_LogAC50","p450-cyp3a4-Fit_HillSlope","p450-cyp3a4-Fit_R2","p450-cyp3a4-Fit_InfiniteActivity_%","p450-cyp3a4-Fit_ZeroActivity_%","p450-cyp3a4-Fit_CurveClass","p450-cyp3a4-Excluded_Points","p450-cyp3a4-Max_Response_%","p450-cyp3a4-Activity at 0.0007 uM_%","p450-cyp3a4-Activity at 0.00164 uM_%","p450-cyp3a4-Activity at 0.00366 uM_%","p450-cyp3a4-Activity at 0.00818 uM_%","p450-cyp3a4-Activity at 0.018 uM_%","p450-cyp3a4-Activity at 0.041 uM_%","p450-cyp3a4-Activity at 0.091 uM_%","p450-cyp3a4-Activity at 0.204 uM_%","p450-cyp3a4-Activity at 0.457 uM_%","p450-cyp3a4-Activity at 1.022 uM_%","p450-cyp3a4-Activity at 2.286 uM_%","p450-cyp3a4-Activity at 5.111 uM_%","p450-cyp3a4-Activity at 11.43 uM_%","p450-cyp3a4-Activity at 25.56 uM_%","p450-cyp3a4-Activity at 57.14 uM_%"
83,26750987,16758451,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,3.5117,0.9934,-75.0942,-3.8458,-2.2,0 0 0 0 0 0 0,-74.5575,-0.8092,,-1.84,,-7.0875,,-3.528,,-5.8883,,-20.8546,,-74.5575,,
84,26750986,16758450,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.9295,0.9942,-84.4605,-8.2462,-2.1,0 0 0 0 0 0 0,-84.0683,-4.854,,-6.6742,,-9.2246,,-9.7792,,-11.542,,-25.1226,,-84.0683,,
85,26750984,16758448,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,4.5045,0.9933,-70.2957,-9.209,-2.2,0 0 0 0 0 0 0,-69.8193,-6.5701,,-12.3133,,-9.1177,,-7.443,,-10.2682,,-14.122,,-69.8193,,
86,26750983,16758447,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.6272,0.9919,-92.7506,-10.1812,-2.1,0 0 0 0 0 0 0,-92.2146,-9.8152,,-8.2725,,-9.2188,,-8.1452,,-16.2397,,-28.721,,-92.2146,,
87,26750982,16758446,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,1,0.9938,-125.337,-3.1094,-2.1,0 0 0 0 0 0 0,-96.4454,-0.4226,,-1.5074,,-3.7249,,-6.5566,,-19.9724,,-44.571,,-96.4454,,
88,26750981,16758445,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,4.4495,0.9921,-87.5654,-3.2873,-2.1,0 0 0 0 0 0 0,-87.3773,-0.5056,,0.4954,,-5.0317,,-6.3637,,-6.6763,,-18.4986,,-87.3773,,
89,26750980,16758444,"NCGC",,Unspecified,,,"",2009/07/08,2,46,5.01187,Partial curve; high efficacy,-5.3,1.1,0.9705,-156.342,-13.6101,-2.1,0 0 0 0 0 0 0,-120.496,-3.0206,,-17.2126,,-8.7981,,-25.2933,,-26.4384,,-54.3344,,-120.496,,
90,26750979,16758443,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,1.7137,0.9944,-109.919,-11.8087,-2.1,0 0 0 0 0 0 0,-100.218,-11.063,,-7.0789,,-14.3122,,-14.9716,,-14.3707,,-47.3874,,-100.218,,
91,26750976,16758440,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,4.5045,0.9877,-102.023,-13.1756,-2.1,0 0 0 0 0 0 0,-101.227,-8.2299,,-19.8441,,-10.6419,,-11.4628,,-14.8579,,-20.0833,,-101.227,,
92,26750975,16758439,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,4.4495,0.9981,-103.811,-7.9469,-2.1,0 0 0 0 0 0 0,-103.456,-5.0922,,-7.1454,,-8.4017,,-9.0347,,-10.0557,,-26.5584,,-103.456,,
93,26750974,16758438,"NCGC",,Unspecified,,,"",2009/07/08,2,46,1.99526,Partial curve; high efficacy,-5.7,1.331,0.9977,-102.49,-5.5328,-2.1,0 0 0 0 0 0 0,-92.6686,-5.5196,,-4.7872,,-4.8941,,-10.5506,,-16.4021,,-57.5244,,-92.6686,,
94,26750973,16758438,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,1.4781,0.9963,-120.201,-8.9192,-2.1,0 0 0 0 0 0 0,-101.001,-4.381,,-9.9267,,-10.5214,,-10.5832,,-14.3216,,-42.6863,,-101.001,,
95,26750972,16758437,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,3.6772,0.9825,-73.0727,-9.613,-2.2,0 0 0 0 0 0 0,-71.5989,-3.1392,,-12.8511,,-9.3905,,-8.7956,,-11.5829,,-17.9485,,-71.5989,,
96,26750971,16758436,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,2.5334,0.9961,-110.263,1.1074,-2.1,0 0 0 0 0 0 0,-106.651,4.088,,1.7713,,2.5264,,-1.5362,,-4.0021,,-31.7349,,-106.651,,
97,26750970,16758435,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,1.3443,0.9893,-117.581,-6.0409,-2.1,0 0 0 0 0 0 0,-96.5333,-1.716,,-6.2767,,-7.6551,,-6.433,,-18.2485,,-38.6633,,-96.5333,,
98,26750969,16758434,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1.9887,0.9853,-67.3064,-8.7308,-2.2,0 0 0 0 0 0 0,-60.9528,-8.8676,,-11.3889,,-4.2141,,-9.6673,,-11.6774,,-22.4731,,-60.9528,,
99,26750967,16758432,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,4.095,0.9846,-79.3616,-8.9407,-2.2,0 0 0 0 0 0 0,-78.5448,-4.6238,,-13.5729,,-8.3438,,-5.9737,,-12.6873,,-15.4895,,-78.5448,,
100,26750966,16758431,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.5936,0.9787,-109.97,-7.5502,-2.1,0 0 0 0 0 0 0,-95.4279,-4.5522,,-6.4498,,-7.8664,,-5.6355,,-20.7484,,-33.0654,,-95.4279,,
101,26750965,16758430,"NCGC",,Unspecified,,,"",2009/07/08,2,46,3.16228,Partial curve; high efficacy,-5.5,0.9,0.9965,-136.975,-4.4151,-2.1,0 0 0 0 0 0 0,-106.287,-1.4961,,-4.2503,,-7.5421,,-11.9997,,-26.4267,,-58.4814,,-106.287,,
102,26750964,16758429,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.3723,0.9834,-120.129,-6.8094,-2.1,0 0 0 0 0 0 0,-96.1465,-1.0861,,-2.9103,,-9.6169,,-9.0351,,-17.0672,,-34.1798,,-96.1465,,
103,26750961,6602515,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,2.5884,0.9709,-69.9619,-9.3795,-2.2,0 0 0 0 0 0 0,-66.5168,-9.9409,,-7.8425,,-9.8486,,-2.9344,,-15.7269,,-20.8025,,-66.5168,,
104,26750959,6518269,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,3.5117,0.9892,-102.063,-3.6551,-2.1,0 0 0 0 0 0 0,-101.152,-2.2551,,3.28,,-4.969,,-5.5288,,-9.1536,,-26.0475,,-101.152,,
105,26750958,6518269,"NCGC",,Unspecified,,,"",2009/07/08,2,44,1.25893,Partial curve; partial efficacy,-5.9,0.9,0.8944,-68.6947,-11.2007,-2.2,0 0 0 0 0 0 0,-62.735,-15.7364,,-15.0071,,-15.301,,-4.4793,,-36.2745,,-43.3715,,-62.735,,
106,26750948,6518404,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,2.9523,0.9985,-65.0776,-13.0325,-2.2,0 0 0 0 0 0 0,-64.0838,-11.931,,-14.4203,,-13.1203,,-13.0804,,-13.3765,,-27.0492,,-64.0838,,
107,26750943,9556017,"NCGC",,Unspecified,,,"",2009/07/08,2,44,1.99526,Partial curve; partial efficacy,-5.7,1.1,0.9819,-69.6525,0.8842,-2.2,0 0 0 0 0 0 0,-60.4472,5.7108,,1.5604,,-5.1272,,-3.696,,-8.9966,,-37.3644,,-60.4472,,
108,26750941,9556015,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; partial efficacy,-5.4,1.1,0.9719,-98.7862,-0.9945,-2.2,0 0 0 0 0 0 0,-77.3264,1.3806,,-3.4391,,2.6181,,-2.1498,,-17.5432,,-29.1389,,-77.3264,,
109,26750940,16758417,"NCGC",,Unspecified,,,"",2009/07/08,2,45,2.51189,Partial curve; partial efficacy,-5.6,0.7,0.9736,-92.582,9.7657,-2.2,0 0 0 0 0 0 0,-70.0945,10.2191,,14.5916,,2.9583,,-5.3371,,-13.1354,,-33.3687,,-70.0945,,
110,26750937,9556011,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,3.2475,0.9555,-71.6398,-12.0936,-2.2,0 0 0 0 0 0 0,-69.7037,-4.6575,,-9.3197,,-10.5716,,-17.3234,,-18.1976,,-20.7907,,-69.7037,,
111,26750935,16758413,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,2.6384,0.9904,-74.4849,-3.607,-2.2,0 0 0 0 0 0 0,-70.0766,-3.8106,,0.9931,,-3.4797,,-4.0159,,-7.475,,-18.0238,,-70.0766,,
112,26750934,9556008,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,3.1925,0.9909,-64.7081,6,-2.2,0 0 0 0 0 0 0,-63.6325,4.1509,,9.3851,,7.9653,,6.152,,1.6296,,-11.7839,,-63.6325,,
113,26750930,9556004,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1,0.9431,-84.3995,-5.3415,-2.2,0 0 0 0 0 0 0,-65.8816,-12.1046,,2.5337,,-3.4181,,-9.3571,,-18.8825,,-28.972,,-65.8816,,
114,26750929,9556003,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.21,0.9808,-104.576,-5.0893,-2.1,0 0 0 0 0 0 0,-80.4059,-1.3831,,-10.4187,,0.4875,,-7.7176,,-13.1859,,-32.4622,,-80.4059,,
115,26750928,9556003,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,2.0937,0.9786,-81.9109,7.5,-2.2,0 0 0 0 0 0 0,-72.3295,15.3603,,11.9196,,4.3259,,4.6944,,2.5333,,-15.5089,,-72.3295,,
116,26750926,9556001,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,2.3531,0.9657,-70.2227,-1.3572,-2.2,0 0 0 0 0 0 0,-64.2927,4.2788,,3.3402,,-0.9146,,-1.7742,,-9.72,,-17.5626,,-64.2927,,
117,26750925,16758410,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.2221,0.9775,-98.8124,-10.4315,-2.1,0 0 0 0 0 0 0,-81.732,-9.411,,-9.2122,,-7.053,,-13.3916,,-22.8112,,-34.7082,,-81.732,,
118,26750923,16758408,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,3.99,0.9936,-61.6738,-0.7081,-2.2,0 0 0 0 0 0 0,-61.1516,0.9298,,0.7221,,-2.526,,0.2967,,-3.9794,,-14.0759,,-61.1516,,
119,26750922,9555997,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.2221,0.9811,-100.347,-6.9669,-2.1,0 0 0 0 0 0 0,-81.6522,-4.3652,,-4.9521,,-9.9606,,-7.4863,,-19.7844,,-33.6786,,-81.6522,,
120,26750921,16758407,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,2.7868,0.9908,-70.5836,-9.2996,-2.2,0 0 0 0 0 0 0,-69.0933,-5.8093,,-12.4428,,-10.4689,,-7.9084,,-11.0949,,-26.5103,,-69.0933,,
121,26750920,16758406,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.5117,0.9734,-96.0247,-3.6082,-2.1,0 0 0 0 0 0 0,-95.4842,-3.1221,,7.6065,,-7.3208,,-5.7337,,-10.5692,,-25.0916,,-95.4842,,
122,26750919,9555994,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.6259,0.9942,-101.255,-5.873,-2.1,0 0 0 0 0 0 0,-86.8792,-1.5319,,-6.2208,,-5.9336,,-6.9287,,-11.9957,,-32.4205,,-86.8792,,
123,26750915,16758403,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,4.5045,0.9955,-77.7973,-8.8571,-2.2,0 0 0 0 0 0 0,-77.7428,-9.0384,,-7.8026,,-8.1471,,-7.9676,,-12.7774,,-21.7673,,-77.7428,,
124,26750905,16758394,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,1,0.9958,-123.785,-6.4103,-2.1,0 0 0 0 0 0 0,-95.4195,-2.6076,,-6.5655,,-7.1861,,-10.1825,,-21.0906,,-47.807,,-95.4195,,
125,26750904,16758393,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.6924,0.9884,-104.173,-8.57,-2.1,0 0 0 0 0 0 0,-90.5609,-3.1945,,-6.5703,,-13.7041,,-11.2925,,-11.2826,,-34.8313,,-90.5609,,
126,26750902,16758391,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,0.9,0.9879,-115.868,-6.2766,-2.1,0 0 0 0 0 0 0,-90.4391,-2.0297,,-3.3062,,-12.8549,,-13.6133,,-23.1117,,-50.7722,,-90.4391,,
127,26750899,16758388,"NCGC",,Unspecified,,,"",2009/07/08,2,47,3.16228,Partial curve; high efficacy,-5.5,1,0.9739,-146.449,-5.5552,-2.1,0 0 0 0 0 0 0,-116.897,6.5506,,-14.7767,,-3.8004,,-16.3295,,-23.5398,,-62.591,,-116.897,,
128,26750898,16758388,"NCGC",,Unspecified,,,"",2009/07/08,2,46,3.98107,Partial curve; high efficacy,-5.4,1.2221,0.9927,-141.758,-9.5842,-2.1,0 0 0 0 0 0 0,-114.475,-4.7876,,-11.2977,,-8.9237,,-12.199,,-22.6142,,-49.6982,,-114.475,,
129,26750897,16758387,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,1.1,0.9927,-129.369,-7.1266,-2.1,0 0 0 0 0 0 0,-101.298,-5.014,,-3.179,,-9.6251,,-12.902,,-19.9449,,-47.4047,,-101.298,,
130,26750896,16758386,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.5117,0.9943,-91.1318,-8.0384,-2.1,0 0 0 0 0 0 0,-90.6176,-7.4838,,-4.5242,,-7.0766,,-8.6347,,-12.3921,,-27.6414,,-90.6176,,
131,26750895,16758385,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.331,0.9505,-124.867,-9.9355,-2.1,0 0 0 0 0 0 0,-97.7409,-3.5418,,-1.9649,,-13.4812,,-13.7647,,-26.9397,,-33.4488,,-97.7409,,
132,26750894,16758384,"NCGC",,Unspecified,,,"",2009/07/08,2,46,3.98107,Partial curve; high efficacy,-5.4,1,0.9867,-152.006,-6.1224,-2.1,0 0 0 0 0 0 0,-116.946,-0.2392,,-10.3327,,-4.5146,,-7.2697,,-29.4435,,-56.9876,,-116.946,,
133,26750893,16758383,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,1.1,0.9905,-121.264,-6.5066,-2.1,0 0 0 0 0 0 0,-95.5144,-4.4953,,-4.0502,,-8.1462,,-10.7423,,-20.448,,-42.0148,,-95.5144,,
134,26750892,16758382,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,1,0.998,-118.375,-7.2448,-2.1,0 0 0 0 0 0 0,-94.6089,-7.4491,,-6.1672,,-8.7074,,-8.7765,,-23.9011,,-52.5877,,-94.6089,,
135,26750891,16758381,"NCGC",,Unspecified,,,"",2009/07/08,2,46,3.16228,Partial curve; high efficacy,-5.5,0.7,0.9703,-120.615,-2.2989,-2.1,0 0 0 0 0 0 0,-92.7634,-4.3018,,0.226,,-6.2825,,-7.2191,,-34.7752,,-46.8774,,-92.7634,,
136,26750890,16758380,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.7885,0.9706,-100.86,-19.7026,-2.1,0 0 0 0 0 0 0,-91.0605,-12.8151,,-19.3934,,-17.1857,,-23.2696,,-28.694,,-38.8653,,-91.0605,,
137,26750888,16758378,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.8079,0.9906,-102.631,-6.2755,-2.1,0 0 0 0 0 0 0,-90.4806,-4.0329,,-1.5704,,-9.3747,,-8.1524,,-11.8792,,-30.7067,,-90.4806,,
138,26750887,16758377,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.3443,0.9778,-114.339,-9.8436,-2.1,0 0 0 0 0 0 0,-91.605,-3.3483,,-4.5778,,-11.6965,,-14.4895,,-19.0706,,-36.3401,,-91.605,,
139,26750886,16758376,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,4.4495,0.9516,-68.0287,-1.4094,-2.2,0 0 0 0 0 0 0,-67.8651,6.2286,,-10.2557,,-3.8047,,4.8921,,-3.7059,,-13.5704,,-67.8651,,
140,26750885,16758375,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,3.99,0.9965,-63.2651,-4.0506,-2.2,0 0 0 0 0 0 0,-63.1971,-2.766,,-2.4826,,-5.617,,-5.6127,,-5.0656,,-16.5373,,-63.1971,,
141,26750884,16758374,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.4787,0.9844,-122.162,-8.44,-2.1,0 0 0 0 0 0 0,-97.736,-8.51,,-0.1513,,-7.7617,,-10.5021,,-17.3371,,-35.7864,,-97.736,,
142,26750883,16758374,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,2.9523,0.9922,-91.5047,-6.6972,-2.1,0 0 0 0 0 0 0,-87.6129,-1.3054,,-6.5033,,-9.0727,,-5.9205,,-9.1119,,-22.1758,,-87.6129,,
143,26750882,16758373,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,4.095,0.9782,-78.3185,-13.2522,-2.2,0 0 0 0 0 0 0,-77.3127,-7.7463,,-8.902,,-13.8986,,-15.2745,,-17.8933,,-20.8364,,-77.3127,,
144,26750881,16758372,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,4.9549,0.9897,-100.887,-14.8684,-2.1,0 0 0 0 0 0 0,-100.676,-14.4333,,-21.5065,,-15.1164,,-11.1825,,-12.7302,,-28.1602,,-100.676,,
145,26750880,16758371,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,2.0437,0.9893,-112.758,-8.3236,-2.1,0 0 0 0 0 0 0,-101.88,-1.9415,,-5.1574,,-11.264,,-11.8508,,-12.3618,,-33.249,,-101.88,,
146,26750879,16758370,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.4781,0.9916,-109.586,-4.5793,-2.1,0 0 0 0 0 0 0,-92.1545,-2.9106,,-1.6944,,-4.3056,,-6.7479,,-14.0601,,-33.4904,,-92.1545,,
147,26750878,16758369,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.132,0.9911,-98.3662,-5.362,-2.1,0 0 0 0 0 0 0,-96.9722,-1.968,,-2.1133,,-5.7231,,-6.71,,-11.7843,,-29.5258,,-96.9722,,
148,26750877,16758368,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,2.0937,0.9736,-126.943,-2.3916,-2.1,0 0 0 0 0 0 0,-114.256,5.3258,,-8.3548,,2.8129,,2.2889,,-15.5487,,-32.1186,,-114.256,,
149,26750876,16758367,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.8079,0.9946,-104.65,-4.2775,-2.1,0 0 0 0 0 0 0,-91.8464,-4.9835,,-0.539,,-3.9323,,-5.0943,,-10.3765,,-29.5889,,-91.8464,,
150,26750875,16758366,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.3443,0.9776,-108.715,-6.2148,-2.1,0 0 0 0 0 0 0,-87.0269,-6.4616,,-2.3406,,-1.3747,,-8.1076,,-18.3594,,-31.1444,,-87.0269,,
151,26750874,16758365,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1.5386,0.966,-74.8312,-11.1453,-2.2,0 0 0 0 0 0 0,-65.1246,-9.1781,,-9.0971,,-8.7571,,-13.4259,,-20.7285,,-26.9125,,-65.1246,,
152,26750873,16758364,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.99,0.9983,-89.3201,-5.0749,-2.1,0 0 0 0 0 0 0,-89.1205,-4.8695,,-2.8753,,-7.0916,,-4.6084,,-5.5395,,-22.4777,,-89.1205,,
153,26750871,16758362,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.4163,0.9896,-98.9422,-8.7536,-2.1,0 0 0 0 0 0 0,-82.8685,-6.3334,,-11.2018,,-7.6864,,-7.2294,,-18.1647,,-35.5301,,-82.8685,,
154,26750869,16758360,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.5722,0.9968,-97.8149,-11.427,-2.1,0 0 0 0 0 0 0,-96.7531,-13.9348,,-13.3483,,-8.8652,,-10.674,,-9.9799,,-32.5714,,-96.7531,,
155,26750854,16758349,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,2.3531,0.9864,-97.9019,-6.6147,-2.1,0 0 0 0 0 0 0,-90.6505,-2.4909,,-1.8634,,-7.7136,,-6.1649,,-13.5219,,-26.9764,,-90.6505,,
156,26750849,16758346,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,4.095,0.9929,-88.9788,-14.6393,-2.1,0 0 0 0 0 0 0,-87.8341,-11.9458,,-18.3569,,-11.6872,,-13.7139,,-14.9276,,-22.9117,,-87.8341,,
157,26750836,16758333,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,2.5884,0.9883,-97.431,-23.3879,-2.1,0 0 0 0 0 0 0,-95.1894,-19.8809,,-26.3265,,-21.8238,,-20.6463,,-28.3476,,-44.8652,,-95.1894,,
158,26750835,16758333,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,4.9549,0.9975,-67.6696,-7.7899,-2.2,0 0 0 0 0 0 0,-67.7563,-7.0339,,-7.2886,,-6.3766,,-7.7381,,-9.7832,,-16.9888,,-67.7563,,
159,26750833,6636937,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,3.9295,0.8704,-64.1753,-2.6065,-2.2,0 0 0 0 0 0 0,-63.9405,4.723,,-17.4865,,-10.2794,,7.1243,,3.8169,,-15.5708,,-63.9405,,
160,26750828,16758327,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,2.0937,0.9866,-101.373,-14.6189,-2.1,0 0 0 0 0 0 0,-92.6241,-9.8695,,-11.1216,,-14.0478,,-16.5853,,-21.085,,-35.4965,,-92.6241,,
161,26750812,16758312,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,3.9295,0.9652,-62.4057,-23.7635,-2.2,0 0 0 0 0 0 0,-62.0774,-25.5601,,-21.0193,,-25.7413,,-19.1416,,-26.6986,,-32.3086,,-62.0774,,
162,26750802,16758303,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,4.9549,0.9836,-62.8009,-0.666,-2.2,0 0 0 0 0 0 0,-62.4723,-2.1351,,4.1872,,-2.7146,,1.3972,,-4.9765,,-11.2175,,-62.4723,,
163,26750796,16758297,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; partial efficacy,-5.5,3.5722,0.9933,-80.2734,-6.6065,-2.2,0 0 0 0 0 0 0,-79.4084,-4.2415,,-4.3849,,-4.9233,,-10.0767,,-8.7912,,-24.0258,,-79.4084,,
164,26750795,16758296,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.7885,0.99,-91.3885,-6.247,-2.1,0 0 0 0 0 0 0,-80.3237,-5.2416,,-1.1042,,-7.7639,,-8.2849,,-11.3538,,-28.12,,-80.3237,,
165,26750794,16758295,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,3.132,0.9885,-87.4232,-9.1275,-2.1,0 0 0 0 0 0 0,-86.2939,-7.2061,,-7.2246,,-12.7613,,-4.9983,,-13.7837,,-29.1583,,-86.2939,,
166,26750759,16758262,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,4.9549,0.9975,-70.3828,-4.6718,-2.2,0 0 0 0 0 0 0,-70.545,-2.834,,-3.6829,,-5.3323,,-4.4609,,-6.6069,,-14.9887,,-70.545,,
167,26750758,16758262,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1.8617,0.9883,-79.4618,-7.5859,-2.2,0 0 0 0 0 0 0,-70.3848,-9.078,,-2.3158,,-8.2946,,-10.6129,,-9.0398,,-26.6142,,-70.3848,,
168,26750756,16758260,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.8079,0.9941,-91.0987,-3.9379,-2.1,0 0 0 0 0 0 0,-80.0688,-0.3918,,-5.5178,,-4.0233,,-4.5747,,-9.0222,,-26.02,,-80.0688,,
