#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2d6-Potency_&#956;M","p450-cyp2d6-Curve_Description","p450-cyp2d6-Fit_LogAC50","p450-cyp2d6-Fit_HillSlope","p450-cyp2d6-Fit_R2","p450-cyp2d6-Fit_InfiniteActivity_%","p450-cyp2d6-Fit_ZeroActivity_%","p450-cyp2d6-Fit_CurveClass","p450-cyp2d6-Excluded_Points","p450-cyp2d6-Max_Response_%","p450-cyp2d6-Activity at 0.0007 uM_%","p450-cyp2d6-Activity at 0.00160 uM_%","p450-cyp2d6-Activity at 0.00368 uM_%","p450-cyp2d6-Activity at 0.00820 uM_%","p450-cyp2d6-Activity at 0.018 uM_%","p450-cyp2d6-Activity at 0.041 uM_%","p450-cyp2d6-Activity at 0.091 uM_%","p450-cyp2d6-Activity at 0.204 uM_%","p450-cyp2d6-Activity at 0.457 uM_%","p450-cyp2d6-Activity at 1.022 uM_%","p450-cyp2d6-Activity at 2.286 uM_%","p450-cyp2d6-Activity at 5.111 uM_%","p450-cyp2d6-Activity at 11.43 uM_%","p450-cyp2d6-Activity at 25.56 uM_%","p450-cyp2d6-Activity at 57.14 uM_%"
86,17415898,2298907,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.1,0.9902,-95.3024,-3.0833,-2.2,0 0 0 0 0 0 0,-79.4186,,,-4.8155,,1.4141,,-5.9324,,-3.0926,,-15.8852,,-39.3437,,-79.4186
87,17415897,2900722,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.251189,Complete curve; partial efficacy,-6.6,1.4163,0.9929,-60.1486,27.5114,-1.2,0 0 0 0 0 0 0,-63.1825,,,24.7963,,30.2266,,9.5169,,-37.3044,,-52.0851,,-59.0589,,-63.1825
88,17415892,1916593,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.4641,0.9824,-111.994,-15.8287,-2.1,0 0 0 0 0 0 0,-104.446,,,-18.0808,,-11.4468,,-11.2583,,-25.7266,,-24.4082,,-75.198,,-104.446
89,17415877,875821,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1,0.9924,-111.233,2.8804,-1.1,0 0 0 0 0 0 0,-106.136,,,9.0792,,-0.1388,,-7.0256,,-10.2015,,-49.2916,,-87.8512,,-106.136
90,17415833,2967529,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.354813,Complete curve; high efficacy,-6.45,0.6,0.9971,-117.419,11.6897,-1.1,0 0 0 0 0 0 0,-113.436,,,3.4613,,-4.9748,,-26.269,,-62.2532,,-83.253,,-101.655,,-113.436
91,17415776,2830094,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1.2475,0.9993,-136.559,2.5314,-2.1,0 0 0 0 0 0 0,-122.237,,,4.3313,,1.9312,,-0.4573,,0.1295,,-16.3736,,-72.8376,,-122.237
92,17415741,2287720,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1,0.9979,-96.2045,3.948,-2.1,0 0 0 0 0 0 0,-86.7937,,,3.7266,,3.6798,,2.1505,,0.1747,,-25.0492,,-59.1514,,-86.7937
93,17415707,2897136,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; partial efficacy,-5.3,1.1341,0.994,-76.621,6.5,-2.2,0 0 0 0 0 0 0,-74.0355,,,6.2594,,7.4418,,3.6579,,5.2784,,-20.8566,,-51.4326,,-74.0355
94,17415705,2278688,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; partial efficacy,-5.5,0.9,0.996,-86.5017,28.2995,-2.2,0 0 0 0 0 0 0,-79.341,,,29.5031,,25.4461,,20.0366,,15.723,,-22.8698,,-57.8062,,-79.341
95,17415667,970143,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.1,0.9673,-72.9274,-5.9018,-2.2,0 0 0 0 0 0 0,-66.153,,,-11.4453,,-6.1477,,-6.093,,-0.715,,-22.3974,,-41.979,,-66.153
96,17415641,2206703,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.3723,0.9928,-96.5721,-3.5588,-2.1,0 0 0 0 0 0 0,-84.0429,,,-3.9282,,1.5452,,-4.554,,-5.9102,,-12.3669,,-38.3899,,-84.0429
97,17415611,1122581,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.6259,0.9915,-70.3487,2.0739,-2.2,0 0 0 0 0 0 0,-64.3341,,,4.1881,,4.0183,,-1.3506,,3.7048,,-3.2256,,-24.4565,,-64.3341
98,17415602,2790768,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.58489,Complete curve; partial efficacy,-5.8,1.5386,0.969,-65.4625,42.1783,-1.2,0 0 0 0 0 0 0,-67.6073,,,25.833,,47.8701,,52.9022,,26.6094,,-27.8405,,-57.2323,,-67.6073
99,17415590,2286843,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,2.2526,0.9679,-81.482,-4.6285,-2.1,0 0 0 0 0 0 0,-80.6635,,,-5.5689,,-12.0072,,-8.7699,,5.6213,,-6.4496,,-47.6879,,-80.6635
100,17415529,2867713,"NCGC",,Unspecified,,,"",2009/07/08,2,63,4.46684,Complete curve; partial efficacy,-5.35,1.6436,0.9951,-72.272,23.192,-1.2,0 0 0 0 0 0 0,-70.8889,,,19.9168,,20.1897,,27.0581,,24.2713,,-2.2979,,-55.2988,,-70.8889
101,17415524,2867623,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,0.7,0.9756,-91.575,33.5016,-2.2,0 0 0 0 0 0 0,-67.4497,,,38.9046,,22.7731,,30.6767,,21.7816,,-2.5662,,-24.5704,,-67.4497
102,17415477,2872001,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.3332,0.9834,-61.5259,1.5961,-2.2,0 0 0 0 0 0 0,-60.7748,,,-3.8595,,1.5974,,2.3731,,7.3022,,-0.9183,,-34.7414,,-60.7748
103,17415461,207054,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9918,-90.8291,9.5,-2.1,0 0 0 0 0 0 0,-80.9348,,,8.4895,,6.1203,,11.1391,,10.6928,,-14.8402,,-48.9688,,-80.9348
104,17415412,493265,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.111,0.9981,-89.0237,33.3558,-2.1,0 0 0 0 0 0 0,-80.0383,,,36.9995,,32.1151,,30.1209,,24.2543,,-1.4193,,-55.7857,,-80.0383
105,17415403,1137830,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9952,-90.6362,-0.8028,-2.1,0 0 0 0 0 0 0,-82.3612,,,0.6664,,-1.0669,,-0.4149,,-7.9183,,-19.5216,,-64.3319,,-82.3612
106,17415385,2232477,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,0.7,0.9895,-115.644,12.4927,-2.1,0 0 0 0 0 0 0,-87.6946,,,12.8804,,16.411,,1.239,,1.0666,,-19.6944,,-50.1385,,-87.6946
107,17415378,1370694,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,4.095,0.9855,-68.1639,12.0895,-1.2,0 0 0 0 0 0 0,-72.3691,,,19.4212,,6.1837,,11.0731,,12.9836,,-0.1238,,-63.1024,,-72.3691
108,17415342,2227581,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.9,0.9849,-80.7351,-0.63,-2.2,0 0 0 0 0 0 0,-64.5168,,,-2.0717,,-1.475,,-2.8998,,1.783,,-18.2474,,-37.9344,,-64.5168
109,17415315,2883384,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.3723,0.9989,-87.5013,2.881,-2.2,0 0 0 0 0 0 0,-78.7511,,,2.3577,,2.6904,,1.895,,3.6285,,-7.6924,,-42.8502,,-78.7511
110,17415304,2867385,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,1.331,0.9972,-80.081,25.9398,-1.1,0 0 0 0 0 0 0,-81.1451,,,22.5764,,26.9374,,24.772,,18.8202,,-24.566,,-64.8971,,-81.1451
111,17415295,1327610,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.21,0.9606,-93.1999,1.1344,-2.1,0 0 0 0 0 0 0,-81.3046,,,5.6547,,6.0075,,-7.2365,,2.8168,,-14.7349,,-31.1361,,-81.3046
112,17415293,2132309,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,0.8,0.9986,-113.18,5.4246,-1.1,0 0 0 0 0 0 0,-105.166,,,3.1907,,3.3261,,0.3161,,-22.1785,,-54.3688,,-87.0845,,-105.166
113,17415286,802767,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.281838,Complete curve; high efficacy,-6.55,0.9,0.9993,-102.111,6.744,-1.1,0 0 0 0 0 0 0,-100.656,,,3.0977,,0.3204,,-22.9164,,-58.2356,,-87.8881,,-99.0263,,-100.656
114,17415267,2370980,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.8617,0.9937,-84.1899,21.1267,-2.1,0 0 0 0 0 0 0,-80.7216,,,20.331,,15.0919,,23.3437,,24.912,,13.794,,-36.7513,,-80.7216
115,17415258,752538,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.996,-82.6283,7,-2.2,0 0 0 0 0 0 0,-66.9961,,,4.0969,,7.6643,,6.6853,,6.2725,,-8.6404,,-34.6376,,-66.9961
116,17415251,2898209,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.77828,Complete curve; partial efficacy,-5.75,1,0.972,-78.0899,14.1903,-1.2,0 0 0 0 0 0 0,-69.8986,,,21.1318,,4.5922,,11.8017,,-7.0083,,-31.8239,,-72.6744,,-69.8986
117,17415249,2914342,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.12202,Complete curve; partial efficacy,-5.95,1.3443,0.9962,-68.8062,-1.4936,-1.2,0 0 0 0 0 0 0,-68.9998,,,0.9359,,-2.8035,,-6.0104,,-16.2721,,-51.8933,,-63.7107,,-68.9998
118,17415246,807828,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.7137,0.9915,-89.3999,-4.7588,-2.1,0 0 0 0 0 0 0,-81.2617,,,-5.5813,,-3.7214,,-0.1205,,-8.9925,,-9.2139,,-34.4492,,-81.2617
119,17415221,2296796,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.7529,0.9894,-79.9468,12.5519,-2.2,0 0 0 0 0 0 0,-74.1656,,,6.1396,,11.3474,,15.4315,,16.8723,,6.8774,,-35.8782,,-74.1656
120,17415218,2922589,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.177828,Complete curve; high efficacy,-6.75,1.331,0.9965,-106.556,-2.8188,-1.1,0 0 0 0 0 0 0,-110.408,,,-2.349,,-9.3284,,-31.6695,,-85.0598,,-98.4056,,-105.646,,-110.408
121,17415216,2279440,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.251189,Complete curve; partial efficacy,-6.6,0.8,0.999,-69.9251,26.4956,-1.2,0 0 0 0 0 0 0,-68.2697,,,21.7009,,18.1663,,-4.1707,,-33.6627,,-55.3234,,-65.367,,-68.2697
122,17415194,2924039,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.58489,Complete curve; high efficacy,-5.8,1.5579,0.9971,-81.5404,-0.4063,-1.1,0 0 0 0 0 0 0,-82.2082,,,-3.8981,,1.8543,,0.5015,,-10.9598,,-50.9014,,-77.6117,,-82.2082
123,17415174,898897,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9987,-92.5596,-5.1626,-2.1,1 0 0 0 0 0 0,-83.4943,,,-29.4842,,-4.8301,,-5.2394,,-10.7781,,-21.4013,,-57.5788,,-83.4943
124,17415156,2923424,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.707946,Complete curve; high efficacy,-6.15,1.4641,0.9886,-113.139,-6.8228,-1.1,0 0 0 0 0 0 0,-115.603,,,-14.4258,,-8.5245,,-1.8954,,-44.8803,,-96.2085,,-109.314,,-115.603
125,17415139,1292194,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.111,0.9925,-96.6169,2.6431,-2.1,0 0 0 0 0 0 0,-81.3474,,,0.1579,,-0.0804,,2.7609,,5.7908,,-12.1347,,-44.0391,,-81.3474
126,17415114,2876706,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.8617,0.9333,-94.3762,-2.9842,-2.1,0 0 0 0 0 0 0,-88.217,,,0.4113,,11.6247,,-17.9936,,-5.3513,,-6.4079,,-39.0252,,-88.217
127,17415023,2935169,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,0.9,0.9858,-79.2282,14.9896,-1.2,0 0 0 0 0 0 0,-73.1242,,,8.0135,,15.168,,16.6676,,-5.3489,,-37.821,,-60.0671,,-73.1242
128,17415007,1597802,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; partial efficacy,-5.15,1.21,0.9926,-77.1019,17.5438,-2.2,0 0 0 0 0 0 0,-70.0485,,,17.3266,,13.8114,,17.1236,,20.3894,,-3.9507,,-42.8035,,-70.0485
129,17414979,2922778,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.54813,Complete curve; high efficacy,-5.45,2.9523,0.9849,-82.9275,16.8636,-1.1,0 0 0 0 0 0 0,-89.7172,,,22.7065,,11.2544,,21.9222,,12.4202,,-4.9116,,-73.1647,,-89.7172
130,17414959,2951586,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2876,0.9965,-96.228,4.009,-2.1,0 0 0 0 0 0 0,-83.9325,,,4.6187,,4.2265,,1.3933,,5.8883,,-6.7484,,-39.0958,,-83.9325
131,17414955,2951421,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.9,0.9586,-94.3445,11.4716,-2.1,0 0 0 0 0 0 0,-80.3585,,,8.1805,,6.4004,,23.929,,-5.9995,,-12.273,,-54.2141,,-80.3585
132,17414944,2928544,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,4.095,0.9809,-87.0901,3.6183,-1.1,0 0 0 0 0 0 0,-91.5282,,,11.8523,,-5.1316,,-0.4955,,7.0663,,-9.1016,,-81.6399,,-91.5282
133,17414940,1300140,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.281838,Complete curve; partial efficacy,-6.55,3.6772,0.9538,-70.5303,16.1808,-1.2,1 0 0 0 0 0 0,-79.0013,,,-26.2772,,22.1288,,7.9565,,-55.8733,,-55.6002,,-78.6881,,-79.0013
134,17414924,705975,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.8579,0.9612,-122.521,3.3037,-2.1,0 0 0 0 0 0 0,-96.1354,,,13.9886,,9.8471,,2.8485,,-3.9032,,-8.6924,,-14.2535,,-96.1354
135,17414902,2951293,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1,0.9965,-110.303,6.2609,-1.1,0 0 0 0 0 0 0,-105.674,,,5.9983,,1.816,,8.1602,,-8.7704,,-42.677,,-83.4876,,-105.674
136,17414900,2923154,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.4641,0.9857,-93.6116,-0.9282,-1.1,0 0 0 0 0 0 0,-93.4263,,,0.8555,,-0.522,,-10.7297,,-2.5718,,-52.9275,,-85.2585,,-93.4263
137,17414870,11958898,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.112202,Complete curve; high efficacy,-6.95,0.9,0.9975,-103.589,12.1371,-1.1,0 0 0 0 0 0 0,-105.633,,,4.7039,,-3.6036,,-41.7107,,-79.1026,,-93.6497,,-101,,-105.633
138,17414787,706389,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.9887,0.997,-82.3177,0.4251,-2.2,0 0 0 0 0 0 0,-68.9524,,,-2.4474,,1.5951,,1.7961,,1.1694,,-0.0149,,-13.6089,,-68.9524
139,17414784,2176319,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.316228,Complete curve; high efficacy,-6.5,1.7885,0.9929,-97.8728,10.024,-1.1,0 0 0 0 0 0 0,-102.69,,,15.2398,,3.4662,,0.8879,,-62.641,,-89.8396,,-96.9333,,-102.69
140,17414754,573971,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,0.8,0.9974,-89.8738,-3.8268,-1.1,0 0 0 0 0 0 0,-82.8115,,,-6.1461,,-4.1324,,-7.6793,,-23.9733,,-44.5732,,-70.8658,,-82.8115
141,17414752,2175242,"NCGC",,Unspecified,,,"",2009/07/08,2,63,4.46684,Complete curve; partial efficacy,-5.35,1.6436,0.9976,-75.9269,0.7112,-1.2,0 0 0 0 0 0 0,-74.675,,,0.0508,,3.2125,,-1.927,,-0.3622,,-19.6215,,-62.1874,,-74.675
142,17414748,668548,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,1.6604,0.9914,-80.2096,8.5,-1.2,0 0 0 0 0 0 0,-76.2277,,,6.4913,,9.7137,,11.8905,,-2.6261,,-34.4804,,-78.9247,,-76.2277
143,17414727,1288978,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.177828,Complete curve; high efficacy,-6.75,0.7,0.9985,-95.2967,21.4532,-1.1,0 0 0 0 0 0 0,-94.9995,,,15.0168,,4.8366,,-24.8627,,-56.0615,,-78.5322,,-87.5035,,-94.9995
144,17414722,5503860,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.331,0.9914,-98.9607,-0.675,-2.1,0 0 0 0 0 0 0,-89.8214,,,-6.2497,,-2.1813,,1.9285,,1.4731,,-17.7573,,-61.6272,,-89.8214
145,17414694,945544,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1,0.999,-103.499,4.27,-2.1,0 0 0 0 0 0 0,-89.6163,,,4.9831,,1.8655,,2.8751,,-0.1233,,-18.4072,,-55.3986,,-89.6163
146,17414691,977785,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.1705,0.9895,-108.359,1.1697,-2.1,0 0 0 0 0 0 0,-94.3949,,,3.9086,,1.9311,,-5.4918,,3.8945,,-14.2511,,-48.4835,,-94.3949
147,17414674,886875,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.111,0.9893,-75.9311,-11.6598,-2.2,0 0 0 0 0 0 0,-65.6478,,,-13.9334,,-10.1451,,-8.7228,,-15.8325,,-19.6502,,-39.0314,,-65.6478
148,17414652,977387,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.1,0.9977,-87.9785,8.5,-2.2,0 0 0 0 0 0 0,-75.9714,,,5.8858,,8.9926,,10.2851,,4.1671,,-6.3465,,-42.9004,,-75.9714
149,17414640,1309500,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.630957,Complete curve; high efficacy,-6.2,1.8851,0.9985,-99.7876,0.5064,-1.1,1 0 0 0 0 0 0,-100.881,,,-30.1782,,-2.1137,,0.4039,,-35.0282,,-92.1331,,-97.3595,,-100.881
150,17414631,5739533,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,2.0437,0.9803,-108.448,2.4907,-2.1,0 0 0 0 0 0 0,-87.4492,,,4.5194,,7.644,,5.739,,0.3511,,-7.5808,,-12.4466,,-87.4492
151,17414630,2960774,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.223872,Complete curve; partial efficacy,-6.65,4.9549,0.9478,-60.3109,8,-1.2,1 0 0 0 1 0 0,-67.4583,,,-38.1921,,1.1571,,13.9321,,-62.9582,,-15.686,,-48.7569,,-67.4583
152,17414626,2952840,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.501187,Complete curve; partial efficacy,-6.3,1.4641,0.9682,-70.4766,27.1644,-1.2,0 0 0 0 0 0 1,-70.6897,,,31.8175,,28.7093,,9.6788,,-11.1683,,-70.6897,,-62.7637,,13.5697
153,17414595,805322,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,0.8,0.9946,-123.147,1.1661,-2.1,0 0 0 0 0 0 0,-109.91,,,6.6986,,-4.8855,,-7.0564,,-16.839,,-45.539,,-86.3531,,-109.91
154,17414585,1568082,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9956,-96.0292,7.2175,-2.1,0 0 0 0 0 0 0,-87.8868,,,7.764,,6.2583,,4.2357,,6.343,,-21.0298,,-58.5371,,-87.8868
155,17414581,2960803,"NCGC",,Unspecified,,,"",2009/07/08,2,81,11.2202,Complete curve; high efficacy,-4.95,1.2876,0.998,-84.1822,-53.0946,-1.1,1 0 0 0 0 0 0,-80.5685,,,-67.4213,,-53.432,,-52.5788,,-54.3847,,-56.3326,,-69.1069,,-80.5685
156,17414580,2926010,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1,0.9883,-78.7474,11.4157,-2.2,0 0 0 0 0 0 0,-62.3597,,,15.9553,,10.7493,,7.4239,,10.4251,,-4.1892,,-25.994,,-62.3597
157,17414564,2926066,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.7529,0.9726,-83.6233,3.3339,-2.2,0 0 0 0 0 0 0,-64.4092,,,7.1354,,2.2923,,-0.0967,,8.9131,,-4.4856,,-10.4133,,-64.4092
158,17414561,2299665,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.21,0.997,-89.0569,12.5548,-1.1,0 0 0 0 0 0 0,-85.0949,,,15.3435,,8.7841,,13.6854,,2.5454,,-27.8205,,-72.9524,,-85.0949
159,17414560,2923756,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.177828,Complete curve; partial efficacy,-6.75,0.8,0.998,-68.4755,13.5,-1.2,0 0 0 0 0 0 0,-67.0629,,,10.7167,,0.8298,,-17.6333,,-39.6963,,-60.7087,,-65.4082,,-67.0629
160,17414549,2906865,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.891251,Complete curve; partial efficacy,-6.05,1.9282,0.9899,-65.85,9,-1.2,1 0 0 0 0 0 0,-65.5389,,,27.2675,,3.1225,,13.7082,,-6.946,,-54.4527,,-66.1178,,-65.5389
161,17414518,1273005,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,0.7,0.9644,-91.049,25.7907,-1.1,0 0 0 0 0 0 0,-85.4263,,,14.1879,,29.199,,0.9187,,-35.0129,,-46.9435,,-83.3001,,-85.4263
162,17414515,1422565,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1,0.9896,-111.485,1.6507,-2.1,0 0 0 0 0 0 0,-92.9038,,,5.5892,,0.4883,,-2.279,,0.0118,,-18.812,,-45.3954,,-92.9038
163,17414503,1039269,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.177828,Complete curve; high efficacy,-6.75,1.331,0.9988,-103.538,8.6067,-1.1,0 0 0 0 0 0 0,-105.886,,,8.8703,,2.8238,,-23.9086,,-80.7553,,-97.0917,,-102.889,,-105.886
164,17414434,2186358,"NCGC",,Unspecified,,,"",2009/07/08,2,44,0.794328,Partial curve; partial efficacy,-6.1,0.7,0.9704,-60.3835,10,-2.2,0 0 0 0 0 0 0,-61.0269,,,7.4606,,2.3395,,4.662,,-22.9689,,-38.749,,-45.2846,,-61.0269
165,17414420,2244109,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1,0.9981,-86.6196,6.326,-2.2,0 0 0 0 0 0 0,-75.2262,,,8.2544,,4.0558,,5.7476,,2.3729,,-16.0513,,-48.2972,,-75.2262
166,17414370,707778,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.0794328,Complete curve; high efficacy,-7.1,0.8,0.9984,-93.3951,20.5776,-1.1,0 0 0 0 0 0 0,-94.9772,,,13.3258,,-8.5676,,-39.4171,,-70.7495,,-83.9187,,-91.7352,,-94.9772
167,17414338,5737412,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.8473,0.9925,-74.5765,-1.1569,-2.2,0 0 0 0 0 0 0,-74.7778,,,1.7915,,-5.7719,,-2.242,,1.335,,-1.1368,,-43.7812,,-74.7778
168,17414328,11958892,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1.4641,0.9986,-105.347,5.672,-1.1,0 0 0 0 0 0 0,-106.696,,,3.8583,,6.744,,3.8879,,-2.1289,,-51.5773,,-93.8141,,-106.696
169,17414304,2937027,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1,Complete curve; high efficacy,-6,1.6259,0.9934,-117.995,2.6297,-1.1,0 0 0 0 0 0 0,-120.791,,,10.6957,,-2.2259,,-3.5751,,-22.3442,,-93.9003,,-111.603,,-120.791
170,17414252,2953983,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.199526,Complete curve; high efficacy,-6.7,0.9,0.9979,-86.9946,-2.4852,-1.1,0 0 0 0 1 0 0,-84.5824,,,-4.2785,,-11.596,,-31.1482,,-58.8866,,-32.9073,,-87.7879,,-84.5824
171,17414210,788065,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.2221,0.9932,-86.9857,10.9059,-2.1,0 0 0 0 0 0 0,-82.3312,,,15.7861,,10.7345,,4.1683,,6.8223,,-15.9351,,-60.326,,-82.3312
172,17414179,1039268,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.331,0.9954,-93.9216,9.2932,-1.1,1 0 0 0 0 0 0,-91.1752,,,-43.1757,,5.6378,,12.0825,,-2.6097,,-49.602,,-82.1369,,-91.1752
173,17414163,727857,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.891251,Complete curve; high efficacy,-6.05,1.2475,0.9967,-83.3281,17.7658,-1.1,0 0 0 0 0 0 0,-86.8575,,,17.6471,,15.1408,,14.4389,,-12.3419,,-60.0906,,-75.3127,,-86.8575
