#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp1a2-Potency_&#956;M","p450-cyp1a2-Curve_Description","p450-cyp1a2-Fit_LogAC50","p450-cyp1a2-Fit_HillSlope","p450-cyp1a2-Fit_R2","p450-cyp1a2-Fit_InfiniteActivity_%","p450-cyp1a2-Fit_ZeroActivity_%","p450-cyp1a2-Fit_CurveClass","p450-cyp1a2-Excluded_Points","p450-cyp1a2-Max_Response","p450-cyp1a2-Activity at 0.0007 uM_%","p450-cyp1a2-Activity at 0.00160 uM_%","p450-cyp1a2-Activity at 0.00368 uM_%","p450-cyp1a2-Activity at 0.00820 uM_%","p450-cyp1a2-Activity at 0.018 uM_%","p450-cyp1a2-Activity at 0.041 uM_%","p450-cyp1a2-Activity at 0.091 uM_%","p450-cyp1a2-Activity at 0.204 uM_%","p450-cyp1a2-Activity at 0.457 uM_%","p450-cyp1a2-Activity at 1.022 uM_%","p450-cyp1a2-Activity at 2.286 uM_%","p450-cyp1a2-Activity at 5.111 uM_%","p450-cyp1a2-Activity at 11.43 uM_%","p450-cyp1a2-Activity at 25.56 uM_%","p450-cyp1a2-Activity at 57.14 uM_%"
85,17415903,706072,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1,0.9968,-103.957,-3.3383,-1.1,0 0 0 0 0 0 0,-97.9856,,,-3.4985,,-0.4906,,-10.2984,,-18.1555,,-50.8776,,-87.8723,,-97.9856
86,17415900,5730620,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.2475,0.9977,-104.943,4.62,-2.1,0 0 0 0 0 0 0,-90.3696,,,7.231,,4.2239,,1.4914,,4.2012,,-8.1073,,-46.4446,,-90.3696
87,17415898,2298907,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; high efficacy,-5.25,1.21,0.9958,-89.4986,11,-2.1,0 0 0 0 0 0 0,-82.366,,,10.3981,,14.2276,,9.4999,,2.7768,,-11.33,,-60.942,,-82.366
88,17415897,2900722,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.2876,0.9962,-82.3271,-0.5037,-2.2,0 0 0 0 0 0 0,-72.9824,,,-1.4209,,2.055,,0.7511,,-4.1411,,-8.8443,,-37.5975,,-72.9824
89,17415893,1338135,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.3443,0.9977,-70.061,7,-1.2,0 0 0 0 0 0 0,-68.7234,,,9.4189,,4.436,,7.0925,,0.6891,,-22.3934,,-58.0266,,-68.7234
90,17415892,1916593,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.41254,Complete curve; partial efficacy,-5.85,1.21,0.996,-73.386,18.8973,-1.2,0 0 0 0 0 0 0,-70.8487,,,15.2934,,21.7997,,15.2888,,0.115,,-38.3827,,-69.6867,,-70.8487
91,17415885,2285721,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,2.3531,0.9303,-68.2981,-0.0751,-1.2,0 0 0 0 0 0 0,-70.311,,,-7.4085,,-12.4546,,9.6744,,10.44,,-18.4963,,-61.5289,,-70.311
92,17415877,875821,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,0.8,0.9958,-98.4323,14.4534,-1.1,0 0 0 0 0 0 0,-95.4611,,,15.7188,,2.4975,,-7.9298,,-37.1703,,-76.0349,,-88.6955,,-95.4611
93,17415867,2788605,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,0.7,0.994,-79.0713,8.5,-2.2,0 0 0 0 0 0 0,-60.1642,,,8.5785,,6.7481,,6.3917,,-4.7618,,-12.8378,,-40.3111,,-60.1642
94,17415866,2276112,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.2876,0.998,-88.6712,9.5,-2.1,0 0 0 0 0 0 0,-86.0958,,,11.5294,,10.5417,,9.4269,,1.887,,-17.1688,,-63.2602,,-86.0958
95,17415847,1022424,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.4641,0.9903,-99.7572,10.1597,-2.1,0 0 0 0 0 0 0,-91.5974,,,10.1979,,15.3464,,10.1535,,0.5326,,-7.4682,,-69.717,,-91.5974
96,17415841,1239988,"NCGC",,Unspecified,,,"",2009/07/08,2,63,1.77828,Complete curve; partial efficacy,-5.75,3.0654,0.9812,-59.4495,-7.1072,-1.2,0 1 0 0 0 0 0,-62.4683,,,-4.6704,,32.8896,,-12.0429,,-4.4186,,-43.7617,,-55.5592,,-62.4683
97,17415838,2223163,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.5386,0.9969,-80.0276,0.908,-2.2,0 0 0 0 0 0 0,-73.0163,,,2.9037,,2.563,,-0.8269,,-0.1365,,-5.2647,,-32.3762,,-73.0163
98,17415834,5717737,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.4781,0.9887,-96.0305,9.9195,-1.1,0 0 0 0 0 0 0,-92.8841,,,2.6896,,12.0644,,17.333,,1.6661,,-22.0823,,-78.469,,-92.8841
99,17415833,2967529,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; high efficacy,-5.25,2.0937,0.9706,-84.0909,12.4255,-2.1,0 0 0 0 0 0 0,-85.8327,,,3.5145,,8.8084,,22.215,,20.6049,,-6.4676,,-62.6481,,-85.8327
100,17415821,2847652,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.94328,Complete curve; high efficacy,-5.1,4.095,0.987,-86.9401,2.2931,-1.1,0 0 0 0 0 0 0,-86.7174,,,2.5962,,5.7322,,7.4209,,3.7067,,-7.507,,-70.9564,,-86.7174
101,17415819,9586576,"NCGC",,Unspecified,,,"",2009/07/08,2,44,2.23872,Partial curve; partial efficacy,-5.65,0.7,0.9952,-81.2698,26.9657,-2.2,0 0 0 0 0 0 0,-70.6606,,,29.1105,,18.1927,,17.329,,1.9998,,-29.0059,,-55.0595,,-70.6606
102,17415818,739027,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.4163,0.9659,-97.9978,3.8068,-1.1,0 0 0 0 0 0 0,-96.1669,,,12.5987,,-12.4171,,10.117,,0.1662,,-29.2531,,-78.9721,,-96.1669
103,17415812,2848238,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.9282,0.9947,-108.063,-2.7687,-1.1,0 0 0 0 0 0 0,-107.587,,,3.1604,,-1.508,,-7.7398,,-7.8974,,-33.8855,,-98.2013,,-107.587
104,17415795,879872,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.5579,0.9954,-93.8329,2.6128,-1.1,0 0 0 0 0 0 0,-89.4441,,,2.6562,,2.9231,,4.4279,,-7.738,,-40.9755,,-89.3199,,-89.4441
105,17415783,973019,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,4.095,0.9939,-80.2882,25.4368,-1.1,0 0 0 0 0 0 0,-82.4515,,,21.8277,,30.6008,,21.1381,,29.8368,,13.1856,,-76.5687,,-82.4515
106,17415779,2888561,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.4163,0.996,-82.9975,5.6133,-1.1,0 0 0 0 0 0 0,-80.3202,,,5.8952,,7.4148,,5.0768,,-3.767,,-25.9002,,-73.1181,,-80.3202
107,17415775,2294893,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.4163,0.988,-74.7472,4.1875,-2.2,0 0 0 0 0 0 0,-68.6436,,,7.6067,,4.5212,,2.2934,,4.4211,,-6.0252,,-27.0276,,-68.6436
108,17415742,2914864,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2475,0.9812,-102.385,4.0825,-2.1,0 0 0 0 0 0 0,-89.5733,,,12.4881,,4.1224,,1.8908,,-2.8954,,-8.526,,-37.5123,,-89.5733
109,17415741,2287720,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.21,0.9983,-99.2467,7.3746,-1.1,0 0 0 0 0 0 0,-94.9966,,,10.3547,,6.1164,,4.9095,,-2.1205,,-27.5858,,-76.8095,,-94.9966
110,17415739,1311656,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1,0.9976,-105.545,11.5715,-1.1,0 0 0 0 0 0 0,-102.419,,,7.9365,,13.2961,,6.7092,,-6.5809,,-48.9479,,-83.7056,,-102.419
111,17415734,1311513,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; partial efficacy,-4.95,0.9,0.9978,-94.9558,7.5,-2.2,0 0 0 0 0 0 0,-75.4467,,,8.7513,,5.2772,,8.1819,,0.0548,,-11.7037,,-44.6896,,-75.4467
112,17415727,2914449,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.7529,0.9929,-84.1889,9.5,-2.2,0 0 0 0 0 0 0,-77.6989,,,12.7985,,12.6976,,7.9426,,4.5388,,5.205,,-28.1201,,-77.6989
113,17415725,1566144,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.58489,Complete curve; partial efficacy,-5.8,1.331,0.9976,-62.4216,32.0956,-1.2,0 0 0 0 0 0 0,-60.5035,,,33.1484,,33.1006,,27.2265,,16.8529,,-23.9622,,-58.8636,,-60.5035
114,17415724,2896074,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.21,0.9831,-94.8161,10.1835,-2.2,0 0 0 0 0 0 0,-79.0134,,,14.6569,,14.3426,,8.5673,,5.8579,,-3.7814,,-25.5655,,-79.0134
115,17415723,2921946,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,1.7529,0.9842,-104.469,5.9774,-1.1,0 0 0 0 0 0 0,-104.99,,,2.4649,,8.4572,,-1.7593,,14.558,,-32.4221,,-89.3608,,-104.99
116,17415705,2278688,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; partial efficacy,-5.15,1.3443,0.9924,-78.5184,21.3483,-2.2,0 0 0 0 0 0 0,-72.6418,,,25.8408,,20.8945,,21.9529,,12.4563,,5.6418,,-44.522,,-72.6418
117,17415694,826710,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.8,0.9728,-90.1959,9.6301,-2.2,0 0 0 0 0 0 0,-68.2798,,,14.3214,,7.1044,,6.949,,3.3046,,-13.8096,,-26.541,,-68.2798
118,17415678,881461,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.562341,Complete curve; high efficacy,-6.25,1.21,0.9875,-86.8455,12.805,-1.1,0 0 0 0 0 0 0,-86.1544,,,20.5538,,3.2979,,0.8003,,-26.7817,,-74.2376,,-83.8395,,-86.1544
119,17415677,881407,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.21,0.9927,-74.8058,7.5,-2.2,0 0 0 0 0 0 0,-68.9082,,,12.2511,,3.6661,,5.1008,,4.9507,,-9.8078,,-48.4232,,-68.9082
120,17415667,970143,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.111,0.9536,-85.6314,13.355,-2.2,0 0 0 0 0 0 0,-71.0637,,,12.223,,9.4784,,7.996,,26.0361,,-5.4709,,-31.3427,,-71.0637
121,17415648,2867608,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.54813,Partial curve; partial efficacy,-5.45,1,0.9946,-84.3382,20.0138,-2.2,0 0 0 0 0 0 0,-76.5362,,,23.5327,,15.8792,,18.5129,,5.2558,,-18.438,,-62.7126,,-76.5362
122,17415641,2206703,"NCGC",,Unspecified,,,"",2009/07/08,2,44,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9744,-114.473,9.9802,-2.1,0 0 0 0 0 0 0,-105.27,,,5.9784,,11.9808,,-1.1185,,19.4826,,-20.8163,,-72.5866,,-105.27
123,17415638,1349987,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.51189,Complete curve; partial efficacy,-5.6,1.6604,0.9965,-68.3733,20.7052,-1.2,0 0 0 0 0 0 0,-69.4778,,,17.2567,,22.5739,,19.9819,,17.947,,-22.6308,,-59.4267,,-69.4778
124,17415637,1367260,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; high efficacy,-5.15,1.331,0.9576,-88.2633,2.6566,-2.1,0 0 0 0 0 0 0,-81.3138,,,-1.2203,,1.7018,,-2.6773,,15.5532,,-20.3029,,-56.394,,-81.3138
125,17415632,2841827,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.51189,Complete curve; partial efficacy,-5.6,1.6604,0.9899,-66.231,-1.5339,-1.2,1 0 0 0 0 0 0,-67.7066,,,-54.0235,,-6.0589,,2.6326,,-4.4107,,-31.5317,,-59.8108,,-67.7066
126,17415630,2841835,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.9,0.9871,-95.1173,8.5,-2.2,0 0 0 0 0 0 0,-75.5778,,,10.2607,,12.9006,,3.7603,,2.4812,,-10.9545,,-33.9431,,-75.5778
127,17415612,807690,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1.4641,0.9959,-105.36,10.6428,-1.1,0 0 0 0 0 0 0,-102.089,,,16.1642,,7.8983,,8.8085,,-2.7973,,-46.1766,,-98.5388,,-102.089
128,17415611,1122581,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.562341,Complete curve; high efficacy,-6.25,1.6266,0.9929,-101.924,5.0041,-1.1,0 0 0 0 0 0 0,-99.764,,,11.4388,,0.0453,,-3.2273,,-36.6495,,-96.9721,,-99.3673,,-99.764
129,17415603,1564911,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.111,0.995,-102.184,8.7627,-2.1,0 0 0 0 0 0 0,-96.563,,,12.971,,9.3988,,1.2904,,-0.1164,,-26.0466,,-73.0503,,-96.563
130,17415602,2790768,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; partial efficacy,-5.35,0.7,0.9965,-75.5256,11.7695,-2.2,0 0 0 0 0 0 0,-62.938,,,10.0808,,12.4522,,4.3988,,-3.3453,,-19.9046,,-47.4818,,-62.938
131,17415599,2914927,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.1211,0.953,-74.172,11.4485,-2.2,0 0 0 0 0 0 0,-69.2242,,,18.9847,,19.7458,,5.6332,,0.7299,,11.7601,,-18.403,,-69.2242
132,17415596,748196,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.1,0.9979,-80.0877,-2.9832,-2.2,0 0 0 0 0 0 0,-66.7398,,,-2.0993,,-2.4439,,-2.9231,,-5.5613,,-13.9529,,-35.6475,,-66.7398
133,17415571,710974,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9961,-113.151,16.1901,-2.1,0 0 0 0 0 0 0,-87.0971,,,20.8372,,13.5343,,13.94,,7.3631,,-5.6735,,-44.7426,,-87.0971
134,17415568,2177741,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.891251,Complete curve; partial efficacy,-6.05,1.3723,0.9961,-80.5403,13.4195,-1.2,0 0 0 0 0 0 0,-79.9665,,,18.4238,,8.8173,,8.4215,,-13.1173,,-60.399,,-78.5107,,-79.9665
135,17415560,1295977,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; partial efficacy,-5.15,0.9,0.9728,-77.2497,18.5343,-2.2,0 0 0 0 0 0 0,-65.1795,,,18.739,,10.5572,,20.1633,,18.4324,,-13.8805,,-36.6627,,-65.1795
136,17415481,2281387,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; partial efficacy,-5.15,1.21,0.9807,-86.476,9.5,-2.2,0 0 0 0 0 0 0,-79.5733,,,12.7975,,-0.5891,,15.3066,,7.0022,,-9.3789,,-51.3069,,-79.5733
137,17415477,2872001,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,1,0.9981,-108.709,4.4619,-1.1,0 0 0 0 0 0 0,-106.394,,,0.434,,5.1528,,-0.4988,,-26.2212,,-68.1427,,-97.3461,,-106.394
138,17415474,970121,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.9887,0.9687,-85.5149,7.0306,-2.2,0 0 0 0 0 0 0,-72.9801,,,5.0396,,8.7229,,-1.7251,,16.4083,,5.4873,,-12.1148,,-72.9801
139,17415461,207054,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,1.2475,0.9842,-75.5826,5.607,-1.2,0 0 0 0 0 0 0,-74.1464,,,13.7146,,-1.0688,,2.2603,,-1.1608,,-29.3989,,-63.7856,,-74.1464
140,17415442,2921864,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.7529,0.9296,-110.212,5.7207,-2.1,0 0 0 0 0 0 0,-84.0424,,,3.4506,,13.1637,,-9.1707,,19.9708,,-0.136,,-14.8919,,-84.0424
141,17415439,5661263,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.01187,Partial curve; partial efficacy,-5.3,1.2475,0.9982,-67.2018,13.9914,-2.2,0 0 0 0 0 0 0,-63.911,,,11.4904,,16.0029,,14.0339,,9.6805,,-8.1607,,-45.3731,,-63.911
142,17415412,493265,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.12202,Complete curve; high efficacy,-5.95,1.2475,0.9995,-88.3818,15.2106,-1.1,0 0 0 0 0 0 0,-85.9045,,,15.4995,,14.9095,,9.7101,,-10.2932,,-59.6415,,-83.3335,,-85.9045
143,17415402,881770,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; high efficacy,-5.15,1.7137,0.9991,-82.9785,10.5,-2.1,0 0 0 0 0 0 0,-80.3535,,,10.5124,,9.7975,,10.7326,,7.6544,,0.5185,,-54.4607,,-80.3535
144,17415401,2281861,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.01,0.9966,-87.8251,0.778,-2.2,0 0 0 0 0 0 0,-73.1876,,,-0.2332,,4.0323,,-1.3985,,-1.9477,,-13.2422,,-41.4197,,-73.1876
145,17415378,1370694,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; partial efficacy,-4.95,0.7,0.9936,-101.732,12.5,-2.2,0 0 0 0 0 0 0,-77.1305,,,14.6253,,7.6064,,10.3144,,-0.0439,,-15.2361,,-41.9713,,-77.1305
146,17415377,903387,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.7885,0.9981,-102.271,8.4715,-1.1,0 0 0 0 0 0 0,-101.228,,,9.1433,,11.7257,,4.2832,,3.5367,,-41.7162,,-96.5683,,-101.228
147,17415374,878975,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; high efficacy,-5.15,1.5095,0.9991,-91.6728,6.7212,-2.1,0 0 0 0 0 0 0,-87.4116,,,8.1644,,6.6644,,5.3778,,3.4322,,-7.2918,,-59.9259,,-87.4116
148,17415358,881717,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.2221,0.9976,-94.5887,13.3633,-1.1,0 0 0 0 0 0 0,-89.96,,,16.9465,,11.8051,,9.5118,,1.9725,,-33.1092,,-80.3136,,-89.96
149,17415357,780021,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,1.3723,0.9971,-94.7598,12.1702,-1.1,0 0 0 0 0 0 0,-93.2573,,,17.3812,,8.6291,,9.429,,-4.1872,,-55.5777,,-88.6333,,-93.2573
150,17415352,881682,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.21,0.9961,-105.856,5.5246,-1.1,0 0 0 0 0 0 0,-101.104,,,9.3888,,4.2433,,2.122,,-8.1278,,-40.08,,-92.0949,,-101.104
151,17415344,795130,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,0.8,0.9966,-97.0307,13.6299,-2.1,0 0 0 0 0 0 0,-84.2243,,,16.738,,8.6476,,7.5235,,-1.8893,,-25.442,,-62.4387,,-84.2243
152,17415342,2227581,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; high efficacy,-5.25,0.8,0.9945,-94.4953,9.5,-2.1,0 0 0 0 0 0 0,-82.761,,,6.5898,,13.5984,,4.9429,,-4.6132,,-24.6358,,-55.9687,,-82.761
153,17415336,686187,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.1,0.9641,-112.177,12.9293,-2.1,0 0 0 0 0 0 0,-98.6113,,,8.2702,,15.9593,,3.9288,,24.5249,,-18.0331,,-55.7215,,-98.6113
154,17415332,2059917,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.8617,0.9963,-103.201,6.0862,-1.1,0 0 0 0 0 0 0,-100.294,,,6.2161,,6.5326,,10.365,,-2.0634,,-38.2032,,-98.4365,,-100.294
155,17415328,1327711,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; partial efficacy,-4.95,1,0.9463,-91.2948,11,-2.2,0 0 0 0 0 0 0,-75.0634,,,0.5725,,7.0284,,16.653,,19.3116,,-13.6283,,-38.3054,,-75.0634
156,17415323,750489,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; partial efficacy,-5.3,0.5,0.9175,-78.8024,3.6193,-2.2,0 0 0 0 1 0 0,-62.8514,,,4.2633,,-8.5374,,4.7629,,-23.9988,,-2.5213,,-40.3058,,-62.8514
157,17415318,681126,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,1,0.9982,-94.0072,11.5779,-1.1,0 0 0 0 0 0 0,-89.246,,,11.4311,,9.1202,,3.1164,,-22.5812,,-61.4888,,-88.9358,,-89.246
158,17415316,795163,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.77828,Complete curve; high efficacy,-5.75,1,0.9992,-91.701,5.3453,-1.1,0 0 0 0 0 0 0,-87.9553,,,5.1385,,2.8613,,0.094,,-12.8146,,-49.8025,,-77.5828,,-87.9553
159,17415302,795213,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.2876,0.9982,-85.8348,8,-2.1,0 0 0 0 0 0 0,-83.2023,,,10.1837,,6.5605,,8.1011,,1.9068,,-15.4738,,-61.5393,,-83.2023
160,17415295,1327610,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,1.111,0.9975,-87.9743,18.2469,-1.1,0 0 0 0 0 0 0,-85.4765,,,18.7917,,17.7601,,7.1449,,-9.9343,,-57.8781,,-82.8598,,-85.4765
161,17415278,795224,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,1.331,0.9995,-83.6889,5.5589,-1.1,0 0 0 0 0 0 0,-81.9451,,,6.5811,,3.6143,,-0.9379,,-29.7777,,-70.6395,,-82.2408,,-81.9451
162,17415275,1327653,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.4781,0.9625,-79.4834,11,-2.2,0 0 0 0 0 0 0,-61.3477,,,6.9676,,6.751,,10.9267,,22.3137,,5.9177,,-13.3016,,-61.3477
163,17415267,2370980,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1.4787,0.9955,-72.4662,23.9383,-1.2,0 1 0 0 0 0 0,-71.6643,,,20.3396,,33.2322,,27.7185,,11.8112,,-27.6903,,-66.4893,,-71.6643
164,17415253,881444,"NCGC",,Unspecified,,,"",2009/07/08,2,40,15.8489,Partial curve; partial efficacy,-4.8,1.6259,0.9839,-65.309,6.5,-2.2,0 0 0 0 0 0 0,-60.3277,,,10.5143,,5.9076,,10.0034,,5.2784,,-1.4081,,-19.4134,,-60.3277
165,17415252,2282723,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.501187,Complete curve; high efficacy,-6.3,0.9,0.9999,-82.4237,6.658,-1.1,0 0 0 0 0 0 0,-80.7914,,,6.0483,,2.7024,,-9.3126,,-36.0717,,-64.2515,,-77.6402,,-80.7914
166,17415251,2898209,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.398107,Complete curve; partial efficacy,-6.4,0.9,0.9997,-62.4861,26.7501,-1.2,0 0 0 0 0 0 0,-61.4988,,,24.7519,,22.0778,,8.2722,,-20.0542,,-46.8194,,-59.318,,-61.4988
167,17415246,807828,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.112202,Complete curve; high efficacy,-6.95,4.9549,0.9927,-81.8817,4.521,-1.1,1 0 0 0 0 0 0,-85.2657,,,24.357,,4.3148,,-18.0712,,-75.4458,,-82.0647,,-84.129,,-85.2657
168,17415236,895529,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.501187,Complete curve; high efficacy,-6.3,1.1,0.9932,-81.9168,23.9521,-1.1,0 0 0 0 0 0 0,-80.0586,,,28.8147,,16.4873,,7.1823,,-21.845,,-68.5384,,-79.2325,,-80.0586
169,17415225,1917557,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.9,0.9886,-86.9592,6.5,-2.2,0 0 0 0 0 0 0,-69.1451,,,10.5551,,2.9789,,5.7359,,0.7337,,-9.9007,,-31.9139,,-69.1451
170,17415221,2296796,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,1.4641,0.9806,-85.4557,-0.9696,-1.1,0 0 0 0 0 0 0,-90.1587,,,-8.8575,,4.537,,-4.4867,,-32.3824,,-77.7123,,-77.1067,,-90.1587
171,17415218,2922589,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,0.7,0.9944,-93.9402,8.5664,-1.1,0 0 0 0 0 0 0,-92.3949,,,6.278,,0.5304,,-14.0072,,-34.8477,,-67.6763,,-76.7875,,-92.3949
172,17415217,1378653,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.23872,Complete curve; high efficacy,-5.65,1,0.9956,-93.9425,8.5,-1.1,0 0 0 0 0 0 0,-86.1199,,,9.866,,4.9202,,5.7969,,-6.9298,,-46.1178,,-74.9176,,-86.1199
