GeneIndex	SideEffectIndex	Target	UMLS_CUI	SE_name	EF	Pvalue	Qvalue	ChiSquare	FunctionalAnnotation
259	267	ALB	C0002874	Aplastic anaemia	3.63	4e-08	0.00033	30.1	Binding
259	1603	ALB	C0017181	Gastrointestinal haemorrhage	2.75	3.1e-06	0.024	21.8	Binding
413	1719	AR	C0018418	Gynaecomastia	3.62	2.7e-15	2.5e-11	62.4	Binding
413	2314	AR	C0011124	Libido decreased	5.02	1e-07	0.00082	28.4	Binding
413	46	AR	C0702166	Acne	20	6.6e-128	6.6e-124	578.9	Binding
413	4219	AR	C0043094	Weight increased	3.49	1.9e-06	0.0089	22.7	Antagonist
413	2488	AR	C0025345	Menstrual disorder	5.3	1.2e-10	6.1e-07	41.4	Antagonist
413	2518	AR	C0025874	Metrorrhagia	20.95	3e-43	3e-39	190.1	Binding
413	1865	AR	C0019572	Hirsutism	12.71	1.1e-34	1.1e-30	150.9	Binding
413	2488	AR	C0025345	Menstrual disorder	5.85	5.1e-36	4.9e-32	157	Binding
413	46	AR	C0702166	Acne	20.47	1.3e-54	1.2e-51	242.1	Agonist
413	1297	AR	C0342579	Electrolyte imbalance	3.38	2.9e-07	0.0024	26.3	Binding
413	4219	AR	C0043094	Weight increased	3.09	4.3e-12	3.8e-08	48	Binding
413	1022	AR	C0332601	Cushingoid	14.4	2.3e-34	2.2e-30	149.4	Binding
413	4219	AR	C0043094	Weight increased	5.88	1.8e-09	1.5e-06	36.2	Agonist
413	2221	AR	C0022354	Jaundice cholestatic	5.09	7.2e-08	0.00059	29	Binding
413	389	AR	C0004509	Azoospermia	9.9	7.8e-21	7.3e-17	87.7	Binding
413	159	AR	C0002453	Amenorrhoea	3.1	1.2e-06	0.0092	23.7	Binding
413	2793	AR	C0013604	Oedema	6.29	3.1e-18	2.8e-15	75.8	Agonist
413	1719	AR	C0018418	Gynaecomastia	4.49	2.3e-10	1.1e-06	40.2	Antagonist
413	1901	AR	C0020437	Hypercalcaemia	11.2	3.2e-38	3.1e-34	167.1	Binding
413	2085	AR	C0021359	Infertility	20.51	3.2e-38	3.1e-34	167.1	Binding
413	3221	AR	C0033117	Priapism	5.34	2.3e-08	0.00019	31.2	Binding
413	2793	AR	C0013604	Oedema	4.06	2.1e-25	2.1e-21	108.5	Binding
413	1814	AR	C0086565	Hepatic function abnormal	4.12	1.4e-07	0.0011	27.8	Binding
413	1365	AR	C0151628	Epiphyses premature fusion	24.39	1.9e-65	1.9e-61	291.9	Binding
413	633	AR	C0024902	Breast pain	26.34	1.3e-97	1.3e-93	439.7	Binding
413	1096	AR	C0011570	Depression	3.32	4e-16	3.7e-12	66.2	Binding
413	1317	AR	C0014130	Endocrine disorder	3	1.9e-08	0.00015	31.6	Binding
413	582	AR	C0005940	Bone disorder	18.13	2.6e-58	2.6e-54	259.2	Binding
413	4165	AR	C0042755	Virilism	64.19	5.5e-192	5.5e-188	873.6	Binding
413	2488	AR	C0025345	Menstrual disorder	12.16	1.2e-28	1.1e-25	123.3	Agonist
413	2891	AR	C0029456	Osteoporosis	17.27	1.3e-48	1.3e-44	214.7	Binding
515	3333	ATP1A1	C0268104	Purine metabolism disorder	16.86	5.3e-31	5.2e-27	134.1	Binding
637	3525	BCHE	C0037036	Salivary hypersecretion	8.64	3.1e-25	3e-21	107.7	Binding
637	3525	BCHE	C0037036	Salivary hypersecretion	11.79	3.3e-23	1.7e-19	98.5	Antagonist
637	595	BCHE	C0428977	Bradycardia	3.26	2.7e-08	0.00022	30.9	Binding
871	2938	CA1	C0030305	Pancreatitis	5.41	4.2e-18	3.9e-14	75.2	Binding
871	3866	CA1	C0040034	Thrombocytopenia	2.6	1.1e-05	0.05	19.3	Antagonist
871	3333	CA1	C0268104	Purine metabolism disorder	12.31	5e-38	4.9e-34	166.2	Binding
871	4243	CA1	C0221185	Xanthopsia	17.07	8.7e-35	8.4e-31	151.4	Binding
871	1744	CA1	C0002878	Haemolytic anaemia	3.35	3.7e-07	0.003	25.8	Binding
871	1696	CA1	C0018099	Gout	6.09	8e-10	3.9e-06	37.8	Antagonist
871	3866	CA1	C0040034	Thrombocytopenia	2.82	4.7e-11	4.1e-07	43.3	Binding
871	1743	CA1	C0019054	Haemolysis	8.1	3.7e-15	3.4e-11	61.9	Binding
871	3333	CA1	C0268104	Purine metabolism disorder	11.79	4.6e-21	2.4e-17	88.7	Antagonist
871	1696	CA1	C0018099	Gout	6.56	4.1e-19	3.9e-15	79.8	Binding
871	1986	CA1	C0020621	Hypokalaemia	6.22	5.7e-15	2.9e-11	61	Antagonist
871	1992	CA1	C0020625	Hyponatraemia	3.9	4.6e-06	0.036	21	Binding
871	267	CA1	C0002874	Aplastic anaemia	6.08	1.8e-15	1.6e-11	63.3	Binding
871	1986	CA1	C0020621	Hypokalaemia	5.75	8.2e-25	7.9e-21	105.8	Binding
871	2931	CA1	C0030286	Pancreatic disorder	5.6	1e-09	9e-06	37.2	Binding
871	1297	CA1	C0342579	Electrolyte imbalance	2.99	3.4e-07	0.0027	26	Binding
871	2938	CA1	C0030305	Pancreatitis	5.32	6.6e-10	3.3e-06	38.1	Antagonist
871	1952	CA1	C0740394	Hyperuricaemia	6.02	3.3e-16	3.1e-12	66.6	Binding
871	1065	CA1	C0232462	Decreased appetite	2.08	1.3e-06	0.01	23.5	Binding
871	1297	CA1	C0342579	Electrolyte imbalance	4.23	2.5e-07	0.0012	26.6	Antagonist
871	1690	CA1	C0017979	Glycosuria	15.01	5.1e-36	5e-32	157	Binding
872	2956	CA10	C0030554	Paraesthesia	3.95	3.6e-09	3e-05	34.9	Binding
873	2956	CA11	C0030554	Paraesthesia	3.95	3.6e-09	3e-05	34.9	Binding
874	2938	CA12	C0030305	Pancreatitis	8.02	4.3e-23	4.1e-19	97.9	Binding
874	3089	CA12	C0162830	Photosensitivity reaction	3.02	2.2e-06	0.017	22.4	Binding
874	1297	CA12	C0342579	Electrolyte imbalance	3.82	2.6e-07	0.0021	26.5	Binding
874	1744	CA12	C0002878	Haemolytic anaemia	4.53	5e-08	0.00042	29.7	Binding
874	1986	CA12	C0020621	Hypokalaemia	9.45	1.2e-39	1.1e-35	173.7	Binding
874	1696	CA12	C0018099	Gout	9.79	5.1e-24	4.9e-20	102.2	Binding
874	1986	CA12	C0020621	Hypokalaemia	10.87	3.7e-23	1.9e-19	98.2	Antagonist
874	3333	CA12	C0268104	Purine metabolism disorder	16.66	4.8e-37	4.7e-33	161.7	Binding
874	1952	CA12	C0740394	Hyperuricaemia	9.51	3.1e-23	3e-19	98.6	Binding
874	1690	CA12	C0017979	Glycosuria	22.14	2e-41	2e-37	181.7	Binding
874	3866	CA12	C0040034	Thrombocytopenia	2.85	2.3e-06	0.018	22.3	Binding
874	267	CA12	C0002874	Aplastic anaemia	7.29	3.6e-12	3.2e-08	48.3	Binding
8783	2956	CA13	C0030554	Paraesthesia	2.91	2.5e-06	0.02	22.1	Binding
8783	1297	CA13	C0342579	Electrolyte imbalance	4.07	2e-06	0.016	22.6	Binding
8783	1986	CA13	C0020621	Hypokalaemia	5.34	2.4e-08	2e-04	31.2	Binding
875	3089	CA14	C0162830	Photosensitivity reaction	3.04	1.8e-06	0.014	22.8	Binding
875	1986	CA14	C0020621	Hypokalaemia	9.93	8.4e-44	8.3e-40	192.6	Binding
875	3333	CA14	C0268104	Purine metabolism disorder	16.8	2.2e-37	2.1e-33	163.3	Binding
875	1696	CA14	C0018099	Gout	9.87	3e-24	2.9e-20	103.2	Binding
875	1744	CA14	C0002878	Haemolytic anaemia	4.57	4.1e-08	0.00034	30.1	Binding
875	1986	CA14	C0020621	Hypokalaemia	11.1	1.1e-23	5.4e-20	100.7	Antagonist
875	2938	CA14	C0030305	Pancreatitis	8.09	2.5e-23	2.4e-19	99	Binding
875	267	CA14	C0002874	Aplastic anaemia	7.35	2.7e-12	2.4e-08	48.9	Binding
875	1690	CA14	C0017979	Glycosuria	22.33	8.6e-42	8.4e-38	183.4	Binding
875	1297	CA14	C0342579	Electrolyte imbalance	4.13	1.1e-08	9.2e-05	32.7	Binding
875	1952	CA14	C0740394	Hyperuricaemia	9.59	1.9e-23	1.8e-19	99.6	Binding
876	3312	CA2	C0034063	Pulmonary oedema	6.88	1.7e-12	1.5e-08	49.8	Binding
876	1952	CA2	C0740394	Hyperuricaemia	6.21	7.8e-18	7.2e-14	74	Binding
876	3335	CA2	C0034150	Purpura	4.76	3e-07	0.0025	26.2	Binding
876	1690	CA2	C0017979	Glycosuria	15.76	5.2e-41	5.1e-37	179.9	Binding
876	1065	CA2	C0232462	Decreased appetite	2.03	3.1e-06	0.024	21.8	Binding
876	3333	CA2	C0268104	Purine metabolism disorder	13.41	6.6e-47	6.5e-43	206.9	Binding
876	1297	CA2	C0342579	Electrolyte imbalance	3.05	9.1e-08	0.00075	28.5	Binding
876	1297	CA2	C0342579	Electrolyte imbalance	4.21	2.8e-07	0.0013	26.4	Antagonist
876	1743	CA2	C0019054	Haemolysis	7.9	1e-14	9.4e-11	59.8	Binding
876	1744	CA2	C0002878	Haemolytic anaemia	3.84	3.4e-10	2.9e-06	39.4	Binding
876	3866	CA2	C0040034	Thrombocytopenia	2.9	3.8e-12	3.4e-08	48.2	Binding
876	3089	CA2	C0162830	Photosensitivity reaction	2.47	9.1e-07	0.0072	24.1	Binding
876	2938	CA2	C0030305	Pancreatitis	5.74	9.2e-12	4.6e-08	46.5	Antagonist
876	2938	CA2	C0030305	Pancreatitis	5.76	2.2e-21	2.1e-17	90.1	Binding
876	1696	CA2	C0018099	Gout	6.75	6.9e-21	6.5e-17	87.9	Binding
876	1696	CA2	C0018099	Gout	6.06	9.1e-10	4.5e-06	37.5	Antagonist
876	4243	CA2	C0221185	Xanthopsia	18.15	1e-40	1e-36	178.5	Binding
876	2931	CA2	C0030286	Pancreatic disorder	5.95	2.2e-11	1.9e-07	44.8	Binding
876	1986	CA2	C0020621	Hypokalaemia	6.2	7e-15	3.5e-11	60.6	Antagonist
876	1986	CA2	C0020621	Hypokalaemia	5.81	5.2e-26	5e-22	111.3	Binding
876	3333	CA2	C0268104	Purine metabolism disorder	11.74	6e-21	3e-17	88.2	Antagonist
876	267	CA2	C0002874	Aplastic anaemia	6.3	3.6e-17	3.4e-13	71	Binding
877	2938	CA3	C0030305	Pancreatitis	6.7	5.2e-11	4.5e-07	43.1	Binding
877	1952	CA3	C0740394	Hyperuricaemia	9.65	8.5e-17	7.9e-13	69.3	Binding
877	1986	CA3	C0020621	Hypokalaemia	6.71	3.4e-13	3.1e-09	52.9	Binding
877	1744	CA3	C0002878	Haemolytic anaemia	5.36	2.1e-08	0.00018	31.4	Binding
877	2956	CA3	C0030554	Paraesthesia	3.21	9.4e-08	0.00077	28.5	Binding
878	2938	CA4	C0030305	Pancreatitis	7.94	8.3e-15	4.2e-11	60.3	Antagonist
878	267	CA4	C0002874	Aplastic anaemia	7.04	5.7e-14	5.1e-10	56.5	Binding
878	3333	CA4	C0268104	Purine metabolism disorder	18.98	2.8e-61	2.8e-57	272.8	Binding
878	1744	CA4	C0002878	Haemolytic anaemia	4.25	1.7e-08	0.00014	31.8	Binding
878	1690	CA4	C0017979	Glycosuria	21.38	2e-48	2e-44	213.8	Binding
878	3866	CA4	C0040034	Thrombocytopenia	2.75	5.2e-07	0.0042	25.2	Binding
878	1986	CA4	C0020621	Hypokalaemia	10.14	7.7e-27	3.9e-23	115	Antagonist
878	4243	CA4	C0221185	Xanthopsia	23.94	5.6e-45	5.5e-41	198	Binding
878	1696	CA4	C0018099	Gout	10.12	3.4e-32	3.3e-28	139.5	Binding
878	1297	CA4	C0342579	Electrolyte imbalance	5.74	3.9e-09	1.9e-05	34.7	Antagonist
878	1952	CA4	C0740394	Hyperuricaemia	9.29	1.7e-27	1.7e-23	118	Binding
878	3861	CA4	C0039971	Thirst	4.2	3.7e-06	0.029	21.4	Binding
878	2931	CA4	C0030286	Pancreatic disorder	7.85	2.9e-13	2.6e-09	53.3	Binding
878	2938	CA4	C0030305	Pancreatitis	7.59	2.2e-25	2.1e-21	108.4	Binding
878	1986	CA4	C0020621	Hypokalaemia	9.19	2.3e-46	2.3e-42	204.4	Binding
878	1297	CA4	C0342579	Electrolyte imbalance	4.39	2.2e-12	1.9e-08	49.3	Binding
878	1696	CA4	C0018099	Gout	9.91	2.5e-17	1.3e-13	71.7	Antagonist
878	3089	CA4	C0162830	Photosensitivity reaction	2.83	1.4e-06	0.011	23.2	Binding
879	1690	CA5A	C0017979	Glycosuria	17.72	1e-32	1e-28	141.9	Binding
879	1986	CA5A	C0020621	Hypokalaemia	7.56	2.8e-30	2.7e-26	130.7	Binding
879	1696	CA5A	C0018099	Gout	8.39	1.7e-21	1.6e-17	90.7	Binding
879	267	CA5A	C0002874	Aplastic anaemia	5.83	2.6e-09	2.2e-05	35.5	Binding
879	2938	CA5A	C0030305	Pancreatitis	6.42	1.5e-17	1.4e-13	72.7	Binding
879	1297	CA5A	C0342579	Electrolyte imbalance	3.71	2.3e-08	0.00019	31.2	Binding
879	3333	CA5A	C0268104	Purine metabolism disorder	14.44	1.8e-34	1.8e-30	149.9	Binding
879	1952	CA5A	C0740394	Hyperuricaemia	7.61	7.3e-18	6.8e-14	74.1	Binding
879	1986	CA5A	C0020621	Hypokalaemia	7.39	8.2e-15	4.1e-11	60.3	Antagonist
879	1297	CA5A	C0342579	Electrolyte imbalance	5.23	3.9e-08	0.00019	30.2	Antagonist
880	1690	CA5B	C0017979	Glycosuria	19.71	1.2e-36	1.2e-32	159.8	Binding
880	267	CA5B	C0002874	Aplastic anaemia	6.49	1.3e-10	1.2e-06	41.2	Binding
880	1696	CA5B	C0018099	Gout	8.71	5.6e-21	5.3e-17	88.3	Binding
880	2938	CA5B	C0030305	Pancreatitis	7.14	4.9e-20	4.6e-16	84	Binding
880	3333	CA5B	C0268104	Purine metabolism disorder	14.82	1.2e-32	1.2e-28	141.6	Binding
880	1986	CA5B	C0020621	Hypokalaemia	8.76	9.6e-38	9.3e-34	164.9	Binding
880	1297	CA5B	C0342579	Electrolyte imbalance	3.89	1.9e-08	0.00015	31.6	Binding
880	1952	CA5B	C0740394	Hyperuricaemia	8.46	2.8e-20	2.7e-16	85.1	Binding
880	1986	CA5B	C0020621	Hypokalaemia	9.15	1.2e-20	6.1e-17	86.8	Antagonist
881	1986	CA6	C0020621	Hypokalaemia	8.72	5.3e-36	5.2e-32	156.9	Binding
881	1952	CA6	C0740394	Hyperuricaemia	8.77	3.9e-21	3.7e-17	89	Binding
881	1690	CA6	C0017979	Glycosuria	20.42	5e-38	4.9e-34	166.2	Binding
881	3333	CA6	C0268104	Purine metabolism disorder	15.36	6.2e-34	6e-30	147.5	Binding
881	1986	CA6	C0020621	Hypokalaemia	9.16	4.7e-19	2.4e-15	79.5	Antagonist
881	3866	CA6	C0040034	Thrombocytopenia	2.76	2.8e-06	0.022	22	Binding
881	1297	CA6	C0342579	Electrolyte imbalance	3.78	1.2e-07	0.00098	28	Binding
881	267	CA6	C0002874	Aplastic anaemia	6.72	4.7e-11	4.1e-07	43.3	Binding
881	1696	CA6	C0018099	Gout	9.03	7.3e-22	6.9e-18	92.3	Binding
881	2938	CA6	C0030305	Pancreatitis	7.4	6.3e-21	5.9e-17	88.1	Binding
882	1690	CA7	C0017979	Glycosuria	18.65	1.5e-34	1.4e-30	150.3	Binding
882	2938	CA7	C0030305	Pancreatitis	7.15	2.9e-21	2.8e-17	89.6	Binding
882	1986	CA7	C0020621	Hypokalaemia	9.57	1e-21	5.1e-18	91.7	Antagonist
882	3333	CA7	C0268104	Purine metabolism disorder	14.03	9.6e-31	9.3e-27	132.9	Binding
882	1744	CA7	C0002878	Haemolytic anaemia	3.82	2.3e-06	0.018	22.3	Binding
882	1297	CA7	C0342579	Electrolyte imbalance	3.45	1.1e-06	0.0084	23.8	Binding
882	3866	CA7	C0040034	Thrombocytopenia	2.76	8.5e-07	0.0068	24.2	Binding
882	267	CA7	C0002874	Aplastic anaemia	6.14	6.4e-10	5.5e-06	38.2	Binding
882	1986	CA7	C0020621	Hypokalaemia	8.29	2.6e-35	2.5e-31	153.8	Binding
882	1952	CA7	C0740394	Hyperuricaemia	8.01	5.3e-19	5e-15	79.3	Binding
882	1696	CA7	C0018099	Gout	8.24	1.2e-19	1.1e-15	82.3	Binding
883	2956	CA8	C0030554	Paraesthesia	3.38	2.9e-07	0.0024	26.3	Binding
884	1986	CA9	C0020621	Hypokalaemia	8.17	4.4e-18	2.2e-14	75.1	Antagonist
884	1986	CA9	C0020621	Hypokalaemia	8.37	1e-35	9.8e-32	155.7	Binding
884	2938	CA9	C0030305	Pancreatitis	6.82	6.1e-19	5.7e-15	79	Binding
884	1696	CA9	C0018099	Gout	9.51	1.4e-26	1.3e-22	113.9	Binding
884	1690	CA9	C0017979	Glycosuria	18.83	6.6e-35	6.5e-31	151.9	Binding
884	267	CA9	C0002874	Aplastic anaemia	6.82	2.4e-12	2.1e-08	49.1	Binding
884	3333	CA9	C0268104	Purine metabolism disorder	16.53	4e-43	3.9e-39	189.5	Binding
884	3866	CA9	C0040034	Thrombocytopenia	2.79	6.5e-07	0.0052	24.8	Binding
884	1297	CA9	C0342579	Electrolyte imbalance	3.95	3.9e-09	3.3e-05	34.7	Binding
884	1952	CA9	C0740394	Hyperuricaemia	8.09	3.3e-19	3.1e-15	80.3	Binding
888	2798	CACNA1A	C0085649	Oedema peripheral	5.46	5e-11	4.4e-07	43.2	Binding
888	1524	CACNA1A	C0016382	Flushing	2.88	3.2e-06	0.025	21.7	Binding
889	1524	CACNA1B	C0016382	Flushing	3.28	1.2e-07	0.00095	28.1	Binding
889	2798	CACNA1B	C0085649	Oedema peripheral	5.25	5.9e-09	5e-05	33.9	Binding
890	1524	CACNA1C	C0016382	Flushing	3.5	4.6e-12	4.1e-08	47.9	Binding
890	313	CACNA1C	C0003811	Arrhythmia	2.13	2e-07	0.0016	27.1	Binding
890	1662	CACNA1C	C0017566	Gingival hyperplasia	10.2	6.8e-18	6.3e-14	74.3	Binding
890	2798	CACNA1C	C0085649	Oedema peripheral	4.49	1.5e-08	0.00013	32	Binding
891	1153	CACNA1D	C0012569	Diplopia	4.59	6.7e-07	0.0054	24.7	Binding
891	2798	CACNA1D	C0085649	Oedema peripheral	5.18	4.6e-11	4e-07	43.4	Binding
891	313	CACNA1D	C0003811	Arrhythmia	2.04	4.6e-06	0.036	21	Binding
891	1524	CACNA1D	C0016382	Flushing	3.08	3.4e-08	0.00028	30.5	Binding
892	1524	CACNA1E	C0016382	Flushing	3.29	2.5e-07	0.002	26.6	Binding
895	1411	CACNA1H	C0015371	Extrapyramidal disorder	3.12	4.5e-06	0.035	21	Binding
897	2798	CACNA1S	C0085649	Oedema peripheral	5.08	1.4e-08	0.00012	32.2	Binding
897	1524	CACNA1S	C0016382	Flushing	4.17	3.2e-14	2.9e-10	57.6	Binding
897	313	CACNA1S	C0003811	Arrhythmia	2.29	3.2e-07	0.0026	26.1	Binding
897	1524	CACNA1S	C0016382	Flushing	3.73	4.5e-07	0.0022	25.4	Antagonist
898	2798	CACNA2D1	C0085649	Oedema peripheral	5.92	3.2e-12	2.9e-08	48.6	Binding
898	313	CACNA2D1	C0003811	Arrhythmia	2.32	1.4e-07	0.0011	27.8	Binding
898	1524	CACNA2D1	C0016382	Flushing	4.04	6e-09	2.9e-05	33.8	Antagonist
898	1524	CACNA2D1	C0016382	Flushing	4.45	8.9e-17	8.2e-13	69.2	Binding
898	1782	CACNA2D1	C0018681	Headache	2.12	2.3e-06	0.018	22.3	Binding
900	1524	CACNB1	C0016382	Flushing	3.6	7.4e-09	6.3e-05	33.4	Binding
900	313	CACNB1	C0003811	Arrhythmia	2.25	3.7e-06	0.029	21.4	Binding
901	1524	CACNB2	C0016382	Flushing	8.3	3.3e-14	1.7e-10	57.5	Antagonist
901	1524	CACNB2	C0016382	Flushing	7.39	1.3e-13	1.1e-09	54.9	Binding
903	1524	CACNB4	C0016382	Flushing	4.02	2.2e-09	1.9e-05	35.8	Binding
904	313	CACNG1	C0003811	Arrhythmia	2.23	4.9e-06	0.038	20.9	Binding
904	1524	CACNG1	C0016382	Flushing	3.75	7.1e-10	6.1e-06	38	Binding
1249	1954	CHRM1	C0020578	Hyperventilation	3.89	1.5e-06	0.012	23.2	Binding
1249	1932	CHRM1	C0392676	Hyperpyrexia	10.24	1.8e-25	1.8e-21	108.7	Binding
1249	3794	CHRM1	C0269993	Suppressed lactation	16.63	8.9e-31	8.6e-27	133	Binding
1249	966	CHRM1	C0009806	Constipation	1.73	9.4e-07	0.0044	24.1	Antagonist
1249	4166	CHRM1	C0344232	Vision blurred	1.88	4.7e-11	4.2e-07	43.3	Binding
1249	4166	CHRM1	C0344232	Vision blurred	1.79	5.1e-06	0.023	20.8	Antagonist
1249	1200	CHRM1	C0151908	Dry skin	4.02	2e-10	1.7e-06	40.5	Binding
1249	1240	CHRM1	C0013428	Dysuria	2.08	2.2e-08	0.00018	31.3	Binding
1249	1411	CHRM1	C0015371	Extrapyramidal disorder	2.15	9.2e-09	7.7e-05	33	Binding
1249	2620	CHRM1	C0026961	Mydriasis	3.5	4.5e-18	4.2e-14	75.1	Binding
1249	4028	CHRM1	C0080274	Urinary retention	2.78	6.6e-14	3.3e-10	56.2	Antagonist
1249	235	CHRM1	C0151500	Anticholinergic syndrome	3.5	6.9e-19	6.5e-15	78.8	Binding
1249	3821	CHRM1	C0039231	Tachycardia	1.97	2.4e-08	0.00012	31.1	Antagonist
1249	1029	CHRM1	C0235238	Cycloplegia	4.15	6.9e-18	3.5e-14	74.2	Antagonist
1249	1199	CHRM1	C0043352	Dry mouth	2.46	7e-33	6.8e-29	142.7	Binding
1249	1029	CHRM1	C0235238	Cycloplegia	4.83	4.1e-41	4.1e-37	180.3	Binding
1249	2620	CHRM1	C0026961	Mydriasis	3.42	4e-10	2e-06	39.1	Antagonist
1249	4028	CHRM1	C0080274	Urinary retention	2.61	5.3e-21	5e-17	88.4	Binding
1249	2199	CHRM1	C0234708	Intraocular pressure increased	4.21	1.3e-10	1.1e-06	41.3	Binding
1249	235	CHRM1	C0151500	Anticholinergic syndrome	3.02	1.4e-08	6.9e-05	32.2	Antagonist
1249	1200	CHRM1	C0151908	Dry skin	4.06	6.5e-06	0.029	20.3	Antagonist
1249	1226	CHRM1	C0011168	Dysphagia	3.09	2.9e-08	0.00024	30.8	Binding
1249	1985	CHRM1	C0020620	Hypohidrosis	19.25	3.4e-51	3.3e-47	226.6	Binding
1249	1199	CHRM1	C0043352	Dry mouth	2.43	1.8e-18	9.2e-15	76.9	Antagonist
1249	2724	CHRM1	C0027849	Neuroleptic malignant syndrome	2.68	5.4e-06	0.042	20.7	Binding
1249	3821	CHRM1	C0039231	Tachycardia	1.95	1.1e-13	9.8e-10	55.2	Binding
1249	966	CHRM1	C0009806	Constipation	1.73	5.2e-11	4.6e-07	43.1	Binding
1249	3087	CHRM1	C0085636	Photophobia	2.61	2.2e-06	0.017	22.4	Binding
1250	4028	CHRM2	C0080274	Urinary retention	2.34	1e-12	8.9e-09	50.8	Binding
1250	1029	CHRM2	C0235238	Cycloplegia	4.4	1.2e-27	1.1e-23	118.8	Binding
1250	235	CHRM2	C0151500	Anticholinergic syndrome	2.85	1.1e-06	0.0051	23.7	Antagonist
1250	1411	CHRM2	C0015371	Extrapyramidal disorder	2.04	1.9e-06	0.015	22.7	Binding
1250	2199	CHRM2	C0234708	Intraocular pressure increased	3.9	1.5e-07	0.0012	27.5	Binding
1250	1932	CHRM2	C0392676	Hyperpyrexia	8.7	5.1e-15	4.7e-11	61.2	Binding
1250	1200	CHRM2	C0151908	Dry skin	5.03	1.6e-08	7.8e-05	31.9	Antagonist
1250	235	CHRM2	C0151500	Anticholinergic syndrome	3.33	4.3e-14	3.9e-10	57	Binding
1250	1200	CHRM2	C0151908	Dry skin	4.27	2.8e-10	2.4e-06	39.8	Binding
1250	1199	CHRM2	C0043352	Dry mouth	2.42	1.5e-26	1.5e-22	113.7	Binding
1250	3821	CHRM2	C0039231	Tachycardia	2.08	4.4e-09	2.1e-05	34.5	Antagonist
1250	966	CHRM2	C0009806	Constipation	1.63	2.1e-07	0.0017	26.9	Binding
1250	4027	CHRM2	C0042024	Urinary incontinence	3.37	7e-07	0.0056	24.6	Binding
1250	1029	CHRM2	C0235238	Cycloplegia	3.5	1.6e-10	7.9e-07	40.9	Antagonist
1250	4028	CHRM2	C0080274	Urinary retention	2.51	3e-09	1.5e-05	35.2	Antagonist
1250	2620	CHRM2	C0026961	Mydriasis	3.1	3.6e-11	3.2e-07	43.8	Binding
1250	3821	CHRM2	C0039231	Tachycardia	2.05	6.5e-14	5.9e-10	56.2	Binding
1250	4166	CHRM2	C0344232	Vision blurred	1.79	6.1e-08	5e-04	29.3	Binding
1250	2620	CHRM2	C0026961	Mydriasis	3.36	9.6e-09	4.6e-05	32.9	Antagonist
1250	1199	CHRM2	C0043352	Dry mouth	2.41	5.4e-16	2.7e-12	65.7	Antagonist
1250	3525	CHRM2	C0037036	Salivary hypersecretion	2.92	4.6e-08	0.00038	29.9	Binding
1251	3821	CHRM3	C0039231	Tachycardia	1.92	1.3e-10	1.1e-06	41.3	Binding
1251	3525	CHRM3	C0037036	Salivary hypersecretion	2.69	2.9e-06	0.022	21.9	Binding
1251	1029	CHRM3	C0235238	Cycloplegia	4.92	1.4e-34	1.3e-30	150.5	Binding
1251	235	CHRM3	C0151500	Anticholinergic syndrome	3.69	1.7e-17	1.6e-13	72.4	Binding
1251	4166	CHRM3	C0344232	Vision blurred	1.83	2.5e-08	0.00021	31.1	Binding
1251	4028	CHRM3	C0080274	Urinary retention	2.45	4.2e-14	3.8e-10	57.1	Binding
1251	1029	CHRM3	C0235238	Cycloplegia	3.76	3.4e-12	1.7e-08	48.5	Antagonist
1251	1932	CHRM3	C0392676	Hyperpyrexia	9.12	7.7e-16	7.1e-12	65	Binding
1251	3821	CHRM3	C0039231	Tachycardia	1.84	9.2e-06	0.041	19.7	Antagonist
1251	1200	CHRM3	C0151908	Dry skin	4.22	1.6e-09	1.4e-05	36.4	Binding
1251	1411	CHRM3	C0015371	Extrapyramidal disorder	2.09	1.1e-06	0.0087	23.8	Binding
1251	966	CHRM3	C0009806	Constipation	1.66	9.9e-08	0.00081	28.4	Binding
1251	1199	CHRM3	C0043352	Dry mouth	2.33	5.8e-14	2.9e-10	56.5	Antagonist
1251	2620	CHRM3	C0026961	Mydriasis	3.14	3.7e-07	0.0017	25.9	Antagonist
1251	235	CHRM3	C0151500	Anticholinergic syndrome	3.08	6.5e-08	0.00031	29.2	Antagonist
1251	2620	CHRM3	C0026961	Mydriasis	3.45	3.8e-14	3.5e-10	57.3	Binding
1251	1199	CHRM3	C0043352	Dry mouth	2.45	3.8e-26	3.7e-22	111.9	Binding
1251	4028	CHRM3	C0080274	Urinary retention	2.45	1.8e-08	8.6e-05	31.7	Antagonist
1251	2199	CHRM3	C0234708	Intraocular pressure increased	4.08	4.7e-08	0.00039	29.8	Binding
1251	1226	CHRM3	C0011168	Dysphagia	3.18	2.6e-07	0.0021	26.5	Binding
1252	1199	CHRM4	C0043352	Dry mouth	2.31	9.2e-19	8.6e-15	78.2	Binding
1252	3864	CHRM4	C0700184	Throat irritation	3.11	1.1e-06	0.0084	23.8	Binding
1252	1029	CHRM4	C0235238	Cycloplegia	4.69	1.6e-26	1.5e-22	113.6	Binding
1252	2620	CHRM4	C0026961	Mydriasis	3.14	7.9e-06	0.036	20	Antagonist
1252	4028	CHRM4	C0080274	Urinary retention	2.46	6.6e-07	0.0031	24.7	Antagonist
1252	1411	CHRM4	C0015371	Extrapyramidal disorder	2.22	5.1e-07	0.0041	25.2	Binding
