Index	UMLS_CUI	SE_name
3236	C2609199	Product taste abnormal
3237	C0239134	Productive cough
3238	C0373705	Progesterone
3239	C0023524	Progressive multifocal leukoencephalopathy
3240	C0033375	Prolactinoma
3241	C0152154	Prolonged labour
3242	C0376358	Prostate cancer
3243	C0936223	Prostate cancer metastatic
3244	C1096657	Prostate examination abnormal
3245	C1112346	Prostate induration
3246	C0240811	Prostate infection
3247	C0748019	Prostatic acid phosphatase increased
3248	C0520477	Prostatic adenoma
3249	C0033575	Prostatic disorder
3250	C3160830	Prostatic dysplasia
3251	C0240812	Prostatic pain
3252	C0178415	Prostatic specific antigen increased
3253	C0242453	Prostatism
3254	C0033581	Prostatitis
3255	C0426732	Prostatomegaly
3256	C0302858	Protein-losing gastroenteropathy
3257	C0398625	Protein C deficiency
3258	C0860901	Protein total decreased
3259	C0948586	Protein urine present
3260	C0033687	Proteinuria
3261	C0860700	Prothrombin level abnormal
3262	C0553732	Prothrombin level decreased
3263	C0151872	Prothrombin level increased
3264	C0580412	Prothrombin time abnormal
3265	C0483455	Prothrombin time ratio
3266	C0580413	Prothrombin time shortened
3267	C0241442	Protrusion tongue
3268	C0033771	Prurigo
3269	C0033774	Pruritus
3270	C0475858	Pruritus generalised
3271	C0033777	Pruritus genital
3272	C0853277	Pseudo-Bartter syndrome
3273	C0268379	Pseudocholinesterase deficiency
3274	C0033797	Pseudodementia
3275	C0549150	Pseudofolliculitis barbae
3276	C0948309	Pseudohyperkalaemia
3277	C0221269	Pseudolymphoma
3278	C1257843	Pseudomembranous colitis
3279	C0152972	Pseudomonal sepsis
3280	C0033817	Pseudomonas infection
3281	C1142248	Pseudomononucleosis
3282	C0521616	Pseudoporphyria
3283	C0033860	Psoriasis
3284	C0003872	Psoriatic arthropathy
3285	C0748055	Psychiatric decompensation
3286	C1095967	Psychiatric evaluation abnormal
3287	C0233401	Psychiatric symptom
3288	C0424230	Psychomotor retardation
3289	C0877167	Psychomotor skills impaired
3290	C0033953	Psychosexual disorder
3291	C0033931	Psychosomatic disease
3292	C0740409	Psychotic behaviour
3293	C0033975	Psychotic disorder
3294	C0033999	Pterygium
3295	C0034011	Puberty
3296	C1331543	Puerperal pyrexia
3297	C0852879	Pulmonary alveolar haemorrhage
3298	C2973725	Pulmonary arterial hypertension
3299	C0242073	Pulmonary congestion
3300	C0034065	Pulmonary embolism
3301	C0034068	Pulmonary eosinophilia
3302	C0034069	Pulmonary fibrosis
3303	C0476405	Pulmonary function test abnormal
3304	C0855775	Pulmonary function test decreased
3305	C0235557	Pulmonary granuloma
3306	C0151701	Pulmonary haemorrhage
3307	C0020542	Pulmonary hypertension
3308	C0265783	Pulmonary hypoplasia
3309	C0034074	Pulmonary infarction
3310	C0149726	Pulmonary mass
3311	C0520546	Pulmonary microemboli
3312	C0034063	Pulmonary oedema
3313	C2721578	Pulmonary oil microembolism
3314	C0264523	Pulmonary ossification
3315	C0151946	Pulmonary thrombosis
3316	C0919924	Pulmonary toxicity
3317	C0034088	Pulmonary valve incompetence
3318	C0234962	Pulmonary vasculitis
3319	C0034091	Pulmonary veno-occlusive disease
3320	C0034103	Pulpitis dental
3321	C0235472	Pulse abnormal
3322	C0277899	Pulse absent
3323	C0240840	Pulse pressure decreased
3324	C0340861	Pulseless electrical activity
3325	C0259799	Punctate keratitis
3326	C0919883	Puncture site haemorrhage
3327	C1697642	Puncture site pain
3328	C1096188	Puncture site reaction
3329	C0240846	Pupillary deformity
3330	C0034124	Pupillary disorder
3331	C0235802	Pupillary reflex impaired
3332	C0003079	Pupils unequal
3333	C0268104	Purine metabolism disorder
3334	C1141936	Purple glove syndrome
3335	C0034150	Purpura
3336	C0085650	Purpura fulminans
3337	C0242461	Purpura non-thrombocytopenic
3338	C0149766	Purpura senile
3339	C0152081	Pustular psoriasis
3340	C0034186	Pyelonephritis
3341	C0520575	Pyelonephritis acute
3342	C0085697	Pyelonephritis chronic
3343	C0034194	Pyloric stenosis
3344	C0034212	Pyoderma
3345	C0085652	Pyoderma gangrenosum
3346	C0085653	Pyogenic granuloma
3347	C0034215	Pyometra
3348	C1504405	Pyramidal tract syndrome
3349	C0034359	Pyuria
3350	C1112436	QRS axis abnormal
3351	C0270790	Quadriparesis
3352	C0034372	Quadriplegia
3353	C1306600	Radial nerve palsy
3354	C0034530	Radiation injury
3355	C0270769	Radiation myelopathy
3356	C0238113	Radiation oesophagitis
3357	C0206063	Radiation pneumonitis
3358	C1504383	Radiation skin injury
3359	C0278147	Radicular pain
3360	C0034544	Radiculitis
3361	C0700594	Radiculopathy
3362	C0034628	Radius fracture
3363	C0034642	Rales
3364	C0015230	Rash
3365	C0234913	Rash erythematous
3366	C0234916	Rash follicular
3367	C0497365	Rash generalised
3368	C0221201	Rash macular
3369	C0423791	Rash maculo-papular
3370	C0234918	Rash morbilliform
3371	C1519353	Rash papular
3372	C0085641	Rash pustular
3373	C0263355	Rash scarlatiniform
3374	C0221203	Rash vesicular
3375	C0034735	Raynaud's phenomenon
3376	C0853040	Reaction to drug excipients
3377	C0549262	Rebound effect
3378	C1262013	Recall phenomenon
3379	C0149770	Rectal abscess
3380	C0007113	Rectal cancer
3381	C0221780	Rectal discharge
3382	C0267596	Rectal haemorrhage
3383	C0034887	Rectal polyp
3384	C0034888	Rectal prolapse
3385	C1112789	Rectal spasm
3386	C0232726	Rectal tenesmus
3387	C0400839	Rectal ulcer
3388	C0149771	Rectocele
3389	C2363784	Recurrence of neuromuscular blockade
3390	C0391870	Red blood cell abnormality
3391	C0427457	Red blood cell count decreased
3392	C0427458	Red blood cell count increased
3393	C0151632	Red blood cell sedimentation rate increased
3394	C0855506	Red blood cells semen positive
3395	C0948014	Red cell distribution width increased
3396	C1306792	Red man syndrome
3397	C0034933	Reflexes abnormal
3398	C0267158	Reflux gastritis
3399	C0034951	Refraction disorder
3400	C0002894	Refractory anaemia with an excess of blasts
3401	C2826318	Refractory cytopenia with unilineage dysplasia
3402	C2004489	Regurgitation
3403	C0035021	Relapsing fever
3404	C0151465	Renal abscess
3405	C1619700	Renal aplasia
3406	C0035067	Renal artery stenosis
3407	C0340608	Renal artery thrombosis
3408	C0740457	Renal cancer
3409	C0007134	Renal cell carcinoma
3410	C0152169	Renal colic
3411	C0022656	Renal cortical necrosis
3412	C2173677	Renal cyst
3413	C0035078	Renal failure
3414	C0022660	Renal failure acute
3415	C0022661	Renal failure chronic
3416	C0236151	Renal function test abnormal
3417	C0877690	Renal graft loss
3418	C0392175	Renal haemorrhage
3419	C1565489	Renal impairment
3420	C0035085	Renal infarct
3421	C0262613	Renal mass
3422	C0022665	Renal neoplasm
3423	C0558489	Renal pain
3424	C0022667	Renal papillary necrosis
3425	C1527410	Renal rickets
3426	C0001126	Renal tubular acidosis
3427	C0151747	Renal tubular disorder
3428	C1720775	Renal tubular necrosis
3429	C0152002	Renal vasculitis
3430	C0238457	Renal vein thrombosis
3431	C0020545	Renovascular hypertension
3432	C0035126	Reperfusion injury
3433	C0392185	Repetitive speech
3434	C0035127	Repetitive strain injury
3435	C3665888	Reproductive toxicity
3436	C0178829	Reproductive tract disorder
3437	C0429774	Residual urine volume
3438	C1260922	Respiration abnormal
3439	C0001127	Respiratory acidosis
3440	C0002064	Respiratory alkalosis
3441	C0162297	Respiratory arrest
3442	C0235063	Respiratory depression
3443	C1321587	Respiratory depth increased
3444	C0035204	Respiratory disorder
3445	C1285373	Respiratory disorder neonatal
3446	C0476273	Respiratory distress
3447	C1145670	Respiratory failure
3448	C0153251	Respiratory moniliasis
3449	C0035232	Respiratory paralysis
3450	C0231837	Respiratory rate decreased
3451	C0035235	Respiratory syncytial virus infection
3452	C0948349	Respiratory tract congestion
3453	C0235560	Respiratory tract haemorrhage
3454	C0035243	Respiratory tract infection
3455	C0877203	Respiratory tract infection viral
3456	C2939062	Respiratory tract oedema
3457	C0035258	Restless legs syndrome
3458	C0007196	Restrictive cardiomyopathy
3459	C0405106	Retained placenta or membranes
3460	C0232602	Retching
3461	C0858867	Reticulocytopenia
3462	C0206160	Reticulocytosis
3463	C0236174	Reticuloendothelial system stimulated
3464	C1535948	Retinal aneurysm
3465	C0035302	Retinal artery occlusion
3466	C0035304	Retinal degeneration
3467	C0151891	Retinal depigmentation
3468	C0235972	Retinal deposits
3469	C0035305	Retinal detachment
3470	C0035309	Retinal disorder
3471	C0240897	Retinal exudates
3472	C0035317	Retinal haemorrhage
3473	C0347602	Retinal injury
3474	C0162291	Retinal ischaemia
3475	C0242420	Retinal oedema
3476	C1328519	Retinal pigment epithelial tear
3477	C0151892	Retinal pigmentation
3478	C0271036	Retinal scar
3479	C0035321	Retinal tear
3480	C0877104	Retinal toxicity
3481	C0154833	Retinal vascular disorder
3482	C0035326	Retinal vascular occlusion
3483	C0919714	Retinal vascular thrombosis
3484	C0035328	Retinal vein occlusion
3485	C1527411	Retinal vein thrombosis
3486	C0035333	Retinitis
3487	C1167863	Retinogram abnormal
3488	C0860564	Retinoic acid syndrome
3489	C0035344	Retinopathy of prematurity
3490	C0339467	Retinopathy proliferative
3491	C0002624	Retrograde amnesia
3492	C0403673	Retrograde ejaculation
3493	C0035357	Retroperitoneal fibrosis
3494	C0341512	Retroperitoneal haematoma
3495	C0151705	Retroperitoneal haemorrhage
3496	C0553690	Reversible ischaemic neurological deficit
3497	C0035400	Reye's syndrome
3498	C0035410	Rhabdomyolysis
3499	C3495832	Rheumatic disorder
3500	C0003873	Rheumatoid arthritis
3501	C0948070	Rhinalgia
3502	C0035455	Rhinitis
3503	C2607914	Rhinitis allergic
3504	C0035459	Rhinitis atrophic
3505	C0848309	Rhinitis perennial
3506	C1322281	Rhinitis seasonal
3507	C0235963	Rhinitis ulcerative
3508	C1260880	Rhinorrhoea
3509	C0035508	Rhonchi
3510	C0700363	Rhythm idioventricular
3511	C0035522	Rib fracture
3512	C0035579	Rickets
3513	C2939447	Right ventricular failure
3514	C0343494	Risus sardonicus
3515	C0221706	Road traffic accident
3516	C0035854	Rosacea
3517	C0263912	Rotator cuff syndrome
3518	C0856604	Rubber sensitivity
3519	C0574960	Sacroiliitis
3520	C0235746	Saliva altered
3521	C0235984	Salivary duct obstruction
3522	C0036093	Salivary gland disorder
3523	C0020569	Salivary gland enlargement
3524	C0235338	Salivary gland pain
3525	C0037036	Salivary hypersecretion
3526	C0152486	Salmonella sepsis
3527	C0036117	Salmonellosis
3528	C0036130	Salpingitis
3529	C0036202	Sarcoidosis
3530	C1261473	Sarcoma
3531	C0338113	Sarcoma uterus
3532	C0205204	Scab
3533	C2004491	Scar
3534	C0877113	Scar pain
3535	C0036337	Schizoaffective disorder
3536	C0036341	Schizophrenia
3537	C0036358	Schizophreniform disorder
3538	C0036396	Sciatica
3539	C0235068	Scintillating scotoma
3540	C0235980	Scleral discolouration
3541	C0036412	Scleral disorder
3542	C0748536	Scleral haemorrhage
3543	C0423271	Scleral hyperaemia
3544	C0748538	Scleral pigmentation
3545	C0423273	Scleral thinning
3546	C0036416	Scleritis
3547	C0011644	Scleroderma
3548	C1142151	Scleromalacia
3549	C1141885	Sclerosing encapsulating peritonitis
3550	C0036439	Scoliosis
3551	C0036454	Scotoma
3552	C1384489	Scratch
3553	C0521008	Screaming
3554	C0268919	Scrotal disorder
3555	C0240972	Scrotal erythema
3556	C0151609	Scrotal oedema
3557	C0236078	Scrotal pain
3558	C0282005	Scrotal swelling
3559	C0268948	Scrotal ulcer
3560	C0018621	Seasonal allergy
3561	C0036502	Sebaceous gland disorder
3562	C0406484	Sebaceous hyperplasia
3563	C0036508	Seborrhoeic dermatitis
3564	C0022603	Seborrhoeic keratosis
3565	C0271738	Secondary adrenocortical insufficiency
3566	C0155616	Secondary hypertension
3567	C0271623	Secondary hypogonadism
3568	C0149985	Secondary syphilis
3569	C0235195	Sedation
3570	C0522178	Self-injurious ideation
3571	C0085271	Self injurious behaviour
3572	C2363829	Semen analysis abnormal
3573	C0855521	Semen volume decreased
3574	C0020498	Senile ankylosing vertebral hyperostosis
3575	C0549264	Sensation of blood flow
3576	C0423602	Sensation of foreign body
3577	C0581912	Sensation of heaviness
3578	C0234222	Sensation of pressure
3579	C0522171	Sense of oppression
3580	C1325847	Sensitisation
3581	C0011432	Sensitivity of teeth
3582	C0877401	Sensorimotor disorder
3583	C0152027	Sensory disturbance
3584	C0278134	Sensory loss
3585	C0243026	Sepsis
3586	C0456103	Sepsis neonatal
3587	C0854144	Septic arthritis streptobacillus
3588	C0036983	Septic shock
3589	C0262627	Seroma
3590	C0036749	Serositis
3591	C0699828	Serotonin syndrome
3592	C0241012	Serum ferritin decreased
3593	C0241013	Serum ferritin increased
3594	C0036830	Serum sickness
3595	C0221742	Serum sickness-like reaction
3596	C1175175	Severe acute respiratory syndrome
3597	C0549622	Sexual dysfunction
3598	C0241028	Sexually active
3599	C0036916	Sexually transmitted disease
3600	C0240173	Shift to the left
3601	C0036974	Shock
3602	C0036982	Shock haemorrhagic
3603	C0851302	Shock hypoglycaemic
3604	C1963824	Shortened cervix
3605	C1142175	Shunt thrombosis
3606	C0037023	Sialoadenitis
3607	C0037052	Sick sinus syndrome
3608	C0002895	Sickle cell anaemia
3609	C0238425	Sickle cell anaemia with crisis
3610	C0002896	Sideroblastic anaemia
3611	C1384670	Single umbilical artery
3612	C0037188	Sinoatrial block
3613	C0877107	Sinobronchitis
3614	C0541782	Sinus arrest
3615	C0003813	Sinus arrhythmia
3616	C0085610	Sinus bradycardia
3617	C0152029	Sinus congestion
3618	C0030469	Sinus disorder
3619	C0037195	Sinus headache
3620	C0748725	Sinus operation
3621	C0232201	Sinus rhythm
3622	C0039239	Sinus tachycardia
3623	C0037199	Sinusitis
3624	C1262006	Sinusitis bacterial
3625	C1527336	Sjogren's syndrome
3626	C0597457	Skeletal injury
3627	C0151514	Skin atrophy
3628	C0162627	Skin bacterial infection
3629	C0241057	Skin burning sensation
3630	C0007114	Skin cancer
3631	C0006846	Skin candida
3632	C0262977	Skin depigmentation
3633	C0151907	Skin discolouration
3634	C0863084	Skin discomfort
3635	C0037274	Skin disorder
3636	C0241069	Skin erosion
3637	C0237849	Skin exfoliation
3638	C0263008	Skin fibrosis
3639	C0221245	Skin fissures
3640	C0549419	Skin fragility
3641	C0852361	Skin haemorrhage
3642	C0162834	Skin hyperpigmentation
3643	C0151717	Skin hypertrophy
3644	C0241075	Skin induration
3645	C0037278	Skin infection
3646	C0152030	Skin irritation
3647	C0037284	Skin lesion
3648	C0558143	Skin maceration
3649	C0281981	Skin mass
3650	C0151799	Skin necrosis
3651	C0234930	Skin odour abnormal
3652	C0521464	Skin oedema
3653	C0347390	Skin papilloma
3654	C0221743	Skin reaction
3655	C2939094	Skin sensitisation
3656	C0152459	Skin striae
3657	C0281982	Skin swelling
3658	C0241166	Skin tightness
3659	C1167791	Skin toxicity
3660	C0037299	Skin ulcer
3661	C0235218	Skin warm
3662	C0037301	Skin wrinkling
3663	C0235942	Skull malformation
3664	C0037315	Sleep apnoea syndrome
3665	C0855247	Sleep attacks
3666	C0851578	Sleep disorder
3667	C0456511	Sleep paralysis
3668	C0852566	Sleep phase rhythm disturbance
3669	C0542313	Sleep talking
3670	C0037320	Sleep terror
3671	C1859270	Slow speech
3672	C0920289	Sluggishness
3673	C0948050	Small bowel angioedema
3674	C0149925	Small cell lung cancer
3675	C0235329	Small intestinal obstruction
3676	C0151739	Small intestinal perforation
3677	C0151977	Small intestine ulcer
3678	C0476427	Smear cervix abnormal
3679	C0853203	Smear cervix normal
3680	C0037383	Sneezing
3681	C0037384	Snoring
3682	C0855237	Social avoidant behaviour
3683	C0263978	Soft tissue disorder
3684	C0149778	Soft tissue infection
3685	C0853314	Soft tissue inflammation
3686	C0037578	Soft tissue injury
3687	C1561230	Soft tissue necrosis
3688	C1442835	Solar dermatitis
3689	C0036651	Solar lentigo
3690	C0233774	Somatic hallucination
3691	C0037650	Somatoform disorder
3692	C0037672	Somnambulism
3693	C2830004	Somnolence
3694	C0235774	Somnolence neonatal
3695	C0264588	Spasmodic dysphonia
3696	C0085621	Spastic paralysis
3697	C0037822	Speech disorder
3698	C1261167	Sperm concentration
3699	C3160771	Sperm concentration decreased
3700	C0037859	Spermatocele
3701	C0520933	Spermatogenesis abnormal
3702	C0541896	Spermatozoa abnormal
3703	C0878588	Sphincter of Oddi dysfunction
3704	C0080178	Spina bifida
3705	C0080174	Spina bifida occulta
3706	C0002928	Spinal anaesthesia
3707	C0262431	Spinal compression fracture
3708	C0037926	Spinal cord compression
3709	C0037928	Spinal cord disorder
3710	C0018949	Spinal cord haemorrhage
3711	C2314994	Spinal cord infarction
3712	C0037929	Spinal cord injury
3713	C1112349	Spinal cord paralysis
3714	C0037933	Spinal disorder
3715	C0877172	Spinal epidural haematoma
3716	C0080179	Spinal fracture
3717	C0856150	Spinal haematoma
3718	C0949690	Spinal osteoarthritis
3719	C0158775	Spine malformation
3720	C0037997	Spleen disorder
3721	C0241228	Spleen palpable
3722	C0037998	Splenic infarction
3723	C2609073	Splenic peliosis
3724	C0038000	Splenic rupture
3725	C0038002	Splenomegaly
3726	C0333286	Splinter haemorrhages
3727	C0038012	Spondylitis
3728	C0949691	Spondyloarthropathy
3729	C1697453	Spontaneous haematoma
3730	C0877144	Spontaneous penile erection
3731	C0004161	Sports injury
3732	C0854425	Sputum discoloured
3733	C0235567	Sputum increased
3734	C0241235	Sputum purulent
3735	C0007137	Squamous cell carcinoma
3736	C0149782	Squamous cell carcinoma of lung
3737	C0553723	Squamous cell carcinoma of skin
3738	C0152965	Staphylococcal bacteraemia
3739	C0038160	Staphylococcal infection
3740	C0038165	Staphylococcal scalded skin syndrome
3741	C0038166	Staphylococcal skin infection
3742	C0271093	Stargardt's disease
3743	C0423086	Staring
3744	C0038218	Status asthmaticus
3745	C0038220	Status epilepticus
3746	C0038238	Steatorrhoea
3747	C0038273	Stereotypy
3748	C0235453	Steroid withdrawal syndrome
3749	C0038325	Stevens-Johnson syndrome
3750	C0392162	Sticky skin
3751	C0595939	Stillbirth
3752	C1456329	Stomach dilation procedure
3753	C0038362	Stomatitis
3754	C0235849	Stomatitis necrotising
3755	C0038379	Strabismus
3756	C0241705	Strangury
3757	C0152063	Streptobacillary fever
3758	C0038395	Streptococcal infection
3759	C0152964	Streptococcal sepsis
3760	C0038435	Stress
3761	C0558919	Stress at work
3762	C0016664	Stress fracture
3763	C0038450	Stridor
3764	C0520872	Stroke volume increased
3765	C0038463	Strongyloidiasis
3766	C0085628	Stupor
3767	C0264863	Subacute endocarditis
3768	C0038525	Subarachnoid haemorrhage
3769	C0520729	Subconjunctival cyst
3770	C0241266	Subcutaneous abscess
3771	C0520532	Subcutaneous haematoma
3772	C0038538	Subdural effusion
3773	C0018946	Subdural haematoma
3774	C0919671	Subileus
3775	C0749106	Submandibular mass
3776	C2987469	Substance-induced psychotic disorder
3777	C0740858	Substance abuse
3778	C0085298	Sudden cardiac death
3779	C0011071	Sudden death
3780	C0011057	Sudden hearing loss
3781	C0038644	Sudden infant death syndrome
3782	C0919582	Sudden onset of sleep
3783	C1536075	Sudden unexplained death in epilepsy
3784	C0155002	Sudden visual loss
3785	C1760428	Suicidal behaviour
3786	C0424000	Suicidal ideation
3787	C0038663	Suicide attempt
3788	C0038732	Sulphaemoglobinaemia
3789	C0038814	Sunburn
3790	C0038826	Superinfection
3791	C0338575	Superior sagittal sinus thrombosis
3792	C0038833	Superior vena cava syndrome
3793	C0266011	Supernumerary nipple
3794	C0269993	Suppressed lactation
3795	C0241310	Suprapubic pain
3796	C0033036	Supraventricular extrasystoles
3797	C1698480	Supraventricular tachyarrhythmia
3798	C0039240	Supraventricular tachycardia
3799	C0543467	Surgery
3800	C0233519	Suspiciousness
3801	C1142470	Suture related complication
3802	C0038986	Sweat gland disorder
3803	C0038987	Sweat gland tumour
3804	C0038999	Swelling
3805	C0151602	Swelling face
3806	C0236068	Swollen tongue
3807	C0877014	Sympathomimetic effect
3808	C0039070	Syncope
3809	C0039075	Syndactyly
3810	C0085648	Synovial cyst
3811	C0039103	Synovitis
3812	C0039128	Syphilis
3813	C0153252	Systemic candida
3814	C0242966	Systemic inflammatory response syndrome
3815	C0024141	Systemic lupus erythematosus
3816	C0521471	Systemic lupus erythematosus rash
3817	C0553576	Systemic mycosis
3818	C0221155	Systolic hypertension
3819	C0079772	T-cell lymphoma
3820	C0080203	Tachyarrhythmia
3821	C0039231	Tachycardia
3822	C0410918	Tachycardia foetal
3823	C0039242	Tachyphylaxis
3824	C0231835	Tachypnoea
3825	C1301937	Talipes
3826	C1142034	Tandem gait test abnormal
3827	C0686347	Tardive dyskinesia
3828	C0424109	Tearfulness
3829	C0039437	Teething
3830	C0039446	Telangiectasia
3831	C1112320	Temperature intolerance
3832	C0854171	Temperature regulation disorder
3833	C1956391	Temporal arteritis
3834	C0039496	Temporomandibular joint syndrome
3835	C0234233	Tenderness
3836	C0158350	Tendinous contracture
3837	C0151936	Tendon disorder
3838	C0039504	Tendon injury
3839	C0231529	Tendon pain
3840	C0151937	Tendon rupture
3841	C0039503	Tendonitis
3842	C0039520	Tenosynovitis
3843	C0233494	Tension
3844	C0033893	Tension headache
3845	C0232910	Teratogenicity
3846	C0541798	Terminal insomnia
3847	C0156312	Testicular atrophy
3848	C0039584	Testicular disorder
3849	C0039591	Testicular pain
3850	C2584688	Testicular swelling
3851	C0153594	Testis cancer
3852	C0039614	Tetanus
3853	C0039621	Tetany
3854	C0751436	Tetrahydrobiopterin deficiency
3855	C0235827	Therapeutic response decreased
3856	C0235821	Therapeutic response increased
3857	C0853141	Therapeutic response unexpected
3858	C0919936	Therapy naive
3859	C0701836	Thermal burn
3860	C0233632	Thinking abnormal
3861	C0039971	Thirst
3862	C0919947	Thoracic vertebral fracture
3863	C0233660	Thought blocking
3864	C0700184	Throat irritation
3865	C0236071	Throat tightness
3866	C0040034	Thrombocytopenia
3867	C0857305	Thrombocytopenic purpura
3868	C0836924	Thrombocytosis
3869	C0040046	Thrombophlebitis
3870	C1510431	Thrombophlebitis superficial
3871	C0040053	Thrombosis
3872	C1262281	Thrombosis in device
3873	C0267412	Thrombosis mesenteric vessel
3874	C2717961	Thrombotic microangiopathy
3875	C0034155	Thrombotic thrombocytopenic purpura
3876	C1096195	Thyroglobulin increased
3877	C0151468	Thyroid adenoma
3878	C0007115	Thyroid cancer
3879	C0040128	Thyroid disorder
3880	C0476414	Thyroid function test abnormal
3881	C0040136	Thyroid neoplasm
3882	C0040147	Thyroiditis
3883	C0040127	Thyrotoxic crisis
3884	C1295666	Thyroxine decreased
3885	C0948240	Thyroxine free decreased
3886	C0426900	Tibial torsion
3887	C0040188	Tic
3888	C1384589	Tinea cruris
3889	C0040247	Tinea infection
3890	C0040259	Tinea pedis
3891	C0040262	Tinea versicolour
3892	C0040264	Tinnitus
3893	C0275378	Tobacco poisoning
3894	C1167842	Tobacco withdrawal symptoms
3895	C0427144	Toe walking
3896	C0853942	Tongue blistering
3897	C0009144	Tongue coated
3898	C0151596	Tongue discolouration
3899	C0040409	Tongue disorder
3900	C0426498	Tongue dry
3901	C0017677	Tongue geographic
3902	C0040411	Tongue neoplasm
3903	C0153349	Tongue neoplasm malignant stage unspecified
3904	C0151610	Tongue oedema
3905	C0235074	Tongue paralysis
3906	C2609174	Tongue pigmentation
3907	C0234953	Tongue spasm
3908	C0235351	Tongue ulceration
3909	C0919909	Tonic clonic movements
3910	C0270844	Tonic convulsion
3911	C0272380	Tonsillar disorder
3912	C0272386	Tonsillar hypertrophy
3913	C0040425	Tonsillitis
3914	C0518988	Tooth abscess
3915	C0040434	Tooth discolouration
3916	C0040435	Tooth disorder
3917	C0040436	Tooth erosion
3918	C0040441	Tooth fracture
3919	C0235357	Tooth hypoplasia
3920	C0877046	Tooth infection
3921	C0242891	Tooth injury
3922	C0080233	Tooth loss
3923	C0040427	Tooth malformation
3924	C0040460	Toothache
3925	C0040479	Torsade de pointes
3926	C0040485	Torticollis
3927	C0040517	Tourette's disorder
3928	C0520563	Toxic dilatation of intestine
3929	C0149504	Toxic encephalopathy
3930	C0014518	Toxic epidermal necrolysis
3931	C0270934	Toxic neuropathy
3932	C0600327	Toxic shock syndrome
3933	C0521465	Toxic skin eruption
3934	C3160741	Toxicity to various agents
3935	C0040558	Toxoplasmosis
3936	C0040580	Tracheal disorder
3937	C0340214	Tracheal fistula
3938	C0040584	Tracheitis
3939	C0040588	Tracheo-oesophageal fistula
3940	C0040586	Tracheobronchitis
3941	C0695236	Tracheostomy infection
3942	C1096286	Transaminases decreased
3943	C0438717	Transaminases increased
3944	C0274435	Transfusion reaction
3945	C0338591	Transient global amnesia
3946	C0007787	Transient ischaemic attack
3947	C1262018	Transplant failure
3948	C0018129	Transplant rejection
3949	C0270639	Transverse sinus thrombosis
3950	C0152086	Traumatic arthropathy
3951	C0877237	Traumatic fracture
3952	C0549453	Traumatic haematoma
3953	C0040797	Traumatic haemorrhage
3954	C2242588	Traumatic liver injury
3955	C0273115	Traumatic lung injury
3956	C0040822	Tremor
3957	C0702163	Trichorrhexis
3958	C0040953	Trichotillomania
3959	C0040961	Tricuspid valve incompetence
3960	C0040997	Trigeminal neuralgia
3961	C0158328	Trigger finger
3962	C0041105	Trismus
3963	C0152096	Trisomy 18
3964	C0013080	Trisomy 21
3965	C1141949	Troponin I increased
3966	C1141948	Troponin increased
3967	C0032739	Tuberculin test positive
3968	C0041296	Tuberculosis
3969	C0041349	Tubulointerstitial nephritis
3970	C3160759	Tumour cell mobilisation
3971	C2242727	Tumour compression
3972	C0853891	Tumour flare
3973	C0877584	Tumour haemorrhage
3974	C1269955	Tumour invasion
3975	C0041364	Tumour lysis syndrome
3976	C0333516	Tumour necrosis
3977	C0854069	Tumour pain
3978	C2937228	Tunnel vision
3979	C0041408	Turner's syndrome
3980	C0041825	Tympanic membrane disorder
3981	C0948298	Tympanic membrane hyperaemia
3982	C0206504	Tympanic membrane perforation
3983	C0011854	Type 1 diabetes mellitus
3984	C0011860	Type 2 diabetes mellitus
3985	C0020523	Type I hypersensitivity
3986	C0745103	Type IIa hyperlipidaemia
3987	C1096071	Type III immune complex mediated reaction
3988	C0020522	Type IV hypersensitivity reaction
3989	C0041466	Typhoid fever
3990	C0041582	Ulcer
3991	C0333291	Ulcer haemorrhage
3992	C0010043	Ulcerative keratitis
3993	C0041601	Ulna fracture
3994	C0740314	Ultrasound breast abnormal
3995	C1868829	Ultrasound ovary abnormal
3996	C0019322	Umbilical hernia
3997	C0041667	Underweight
3998	C0041747	Unintended pregnancy
3999	C0857494	Unresponsive to stimuli
4000	C0919728	Unwanted awareness during anaesthesia
4001	C2938875	Upper-airway cough syndrome
4002	C0740852	Upper airway obstruction
4003	C0041909	Upper gastrointestinal haemorrhage
4004	C0178316	Upper limb fracture
4005	C0235834	Upper motor neurone lesion
4006	C0949070	Upper respiratory tract congestion
4007	C0041912	Upper respiratory tract infection
4008	C0877266	Upper respiratory tract inflammation
4009	C2955673	Urate nephropathy
4010	C0948226	Ureteral spasm
4011	C0153619	Ureteric cancer
4012	C0041956	Ureteric obstruction
4013	C0041959	Ureteritis
4014	C0877187	Ureterostomy site discomfort
4015	C0152447	Urethral discharge
4016	C0041969	Urethral disorder
4017	C0241558	Urethral haemorrhage
4018	C0041972	Urethral obstruction
4019	C0151830	Urethral pain
4020	C0041974	Urethral stenosis
4021	C0156279	Urethral syndrome
4022	C0041976	Urethritis
4023	C1328337	Urethritis noninfective
4024	C0150045	Urge incontinence
4025	C0877645	Urinary bladder polyp
4026	C0152032	Urinary hesitation
4027	C0042024	Urinary incontinence
4028	C0080274	Urinary retention
4029	C0920114	Urinary sediment abnormal
4030	C0877324	Urinary sediment present
4031	C0042075	Urinary tract disorder
4032	C0042029	Urinary tract infection
4033	C0877131	Urinary tract infection fungal
